# Frame C-Contacts All-Contacts
2700 40 299
2710 36 311
2720 36 324
2730 37 324
2740 60 320
2750 37 294
2760 39 323
2770 41 304
2780 46 322
2790 43 325
2800 61 345
2810 54 363
2820 56 342
2830 57 365
2840 47 343
2850 56 346
2860 42 334
2870 48 343
2880 47 342
2890 51 320
2900 35 336
2910 36 289
2920 47 275
2930 40 305
2940 43 322
2950 36 285
2960 53 307
2970 44 319
2980 43 308
2990 42 305
3000 53 324
3010 42 267
3020 61 321
3030 47 309
3040 54 330
3050 42 298
3060 45 314
3070 58 304
3080 47 312
3090 51 322
3100 42 260
3110 55 310
3120 61 321
3130 36 275
3140 54 288
3150 37 323
3160 49 326
3170 51 296
3180 50 297
3190 42 264
3200 51 310
3210 27 294
3220 44 291
3230 35 333
3240 43 349
3250 46 315
3260 53 320
3270 30 329
3280 31 300
3290 44 333
3300 48 368
3310 49 314
3320 55 347
3330 43 367
3340 37 377
3350 42 372
3360 53 351
3370 44 357
3380 28 327
3390 56 357
3400 47 367
3410 57 363
3420 52 314
3430 45 335
3440 49 335
3450 52 335
3460 60 368
3470 45 347
3480 50 347
3490 48 329
3500 57 340
3510 46 335
3520 33 303
3530 27 313
3540 29 319
3550 34 309
3560 39 324
3570 31 344
3580 29 284
3590 32 321
3600 36 307
3610 30 306
3620 22 319
3630 26 316
3640 38 354
3650 50 388
3660 55 354
3670 55 362
3680 39 366
3690 58 387
3700 52 367
3710 39 326
3720 49 360
3730 48 350
3740 49 324
3750 65 339
3760 55 348
3770 56 358
3780 46 344
3790 46 368
3800 35 336
3810 48 373
3820 60 373
3830 47 310
3840 42 345
3850 48 319
3860 43 363
3870 55 357
3880 52 342
3890 41 314
3900 43 326
3910 46 355
3920 43 378
3930 37 324
3940 32 310
3950 46 315
3960 38 361
3970 36 351
3980 42 353
3990 47 368
4000 35 386
4010 39 298
4020 36 334
4030 52 322
4040 44 308
4050 41 334
4060 33 317
4070 47 318
4080 51 317
4090 39 345
4100 41 349
4110 36 318
4120 33 342
4130 41 330
4140 43 335
4150 49 302
4160 33 298
4170 21 340
4180 28 302
4190 18 316
4200 29 317
4210 31 318
4220 41 322
4230 31 347
4240 45 351
4250 37 365
4260 24 357
4270 17 314
4280 19 303
4290 21 300
4300 16 315
4310 14 296
4320 24 325
4330 10 345
4340 12 323
4350 8 327
4360 41 393
4370 11 329
4380 23 316
4390 23 302
4400 28 304
4410 12 328
4420 20 331
4430 15 355
4440 32 322
4450 46 335
4460 11 282
4470 28 301
4480 47 332
4490 32 317
4500 36 303
4510 42 322
4520 51 370
4530 52 359
4540 38 351
4550 24 336
4560 21 325
4570 16 269
4580 31 321
4590 19 333
4600 32 337
4610 30 352
4620 28 314
4630 36 318
4640 19 303
4650 12 376
4660 20 345
4670 14 367
4680 13 325
4690 10 340
4700 32 302
4710 31 353
4720 19 321
4730 17 293
4740 14 325
4750 20 364
4760 12 301
4770 31 324
4780 32 341
4790 41 384
4800 18 338
4810 53 343
4820 14 332
4830 17 294
4840 39 380
4850 44 381
4860 42 325
4870 19 303
4880 18 311
4890 12 343
4900 16 317
4910 38 328
4920 29 337
4930 45 394
4940 30 355
4950 25 306
4960 31 314
4970 28 329
4980 29 343
4990 23 329
5000 44 368
5010 32 371
5020 37 334
5030 38 320
5040 31 327
5050 25 348
5060 27 362
5070 31 329
5080 28 335
5090 32 353
5100 36 343
5110 33 342
5120 28 306
5130 20 339
5140 32 365
5150 34 366
5160 61 369
5170 57 365
5180 52 336
5190 42 368
5200 46 337
5210 52 395
5220 38 346
5230 35 375
5240 30 365
5250 43 373
5260 35 350
5270 40 366
5280 35 348
5290 35 348
5300 36 343
5310 31 352
5320 27 297
5330 43 323
5340 29 340
5350 26 310
5360 26 308
5370 23 327
5380 25 354
5390 20 289
5400 18 319
5410 27 291
5420 27 298
5430 35 321
5440 32 283
5450 25 290
5460 29 286
5470 27 284
5480 33 312
5490 34 337
5500 34 308
5510 30 296
5520 29 306
5530 37 301
5540 41 328
5550 36 260
5560 23 286
5570 26 320
5580 30 284
5590 31 296
5600 31 286
5610 30 308
5620 26 296
5630 19 283
5640 19 292
5650 28 345
5660 15 303
5670 15 307
5680 16 325
5690 37 312
5700 38 341
5710 35 312
5720 40 331
5730 28 318
5740 31 318
5750 21 274
5760 26 287
5770 16 302
5780 19 314
5790 18 311
5800 16 309
5810 20 334
5820 21 334
5830 18 339
5840 17 323
5850 18 339
5860 26 350
5870 24 306
5880 32 320
5890 27 323
5900 34 315
5910 35 338
5920 29 317
5930 32 323
5940 24 326
5950 23 373
5960 23 337
5970 59 375
5980 53 366
5990 40 375
6000 50 375
6010 59 404
6020 75 418
6030 52 363
6040 59 415
6050 58 409
6060 69 393
6070 49 382
6080 53 367
6090 49 300
6100 41 339
6110 42 294
6120 33 296
6130 44 329
6140 34 323
6150 35 307
6160 37 368
6170 56 351
6180 47 354
6190 45 331
6200 37 334
6210 44 343
6220 37 347
6230 15 275
6240 29 279
6250 31 280
6260 24 337
6270 33 312
6280 26 299
6290 27 258
6300 28 305
6310 34 351
6320 26 335
6330 32 381
6340 23 332
6350 19 358
6360 20 320
6370 29 324
6380 13 343
6390 27 336
6400 37 325
6410 27 303
6420 35 311
6430 24 273
6440 32 289
6450 24 294
6460 30 314
6470 29 326
6480 36 353
6490 33 351
6500 25 313
6510 13 299
6520 11 331
6530 19 332
6540 26 330
6550 25 355
6560 21 327
6570 9 336
6580 9 344
6590 21 312
6600 18 345
6610 16 335
6620 11 280
6630 13 278
6640 30 281
6650 23 309
6660 20 319
6670 39 302
6680 21 314
6690 42 354
6700 31 292
6710 36 328
6720 38 339
6730 30 306
6740 19 320
6750 35 310
6760 32 291
6770 28 298
6780 24 275
6790 12 274
6800 42 313
6810 34 329
6820 15 265
6830 27 258
6840 17 292
6850 12 274
6860 34 307
6870 26 287
6880 26 314
6890 45 326
6900 48 320
6910 59 330
6920 58 332
6930 64 386
6940 47 334
6950 57 369
6960 63 344
6970 54 335
6980 67 359
6990 66 357
7000 49 347
7010 41 295
7020 30 345
7030 18 341
7040 19 303
7050 15 302
7060 11 274
7070 27 312
7080 34 324
7090 32 350
7100 32 313
7110 31 305
7120 23 296
7130 43 334
7140 35 366
7150 36 340
7160 38 369
7170 36 362
7180 43 334
7190 40 309
7200 26 296
7210 44 329
7220 53 364
7230 34 298
7240 24 344
7250 46 325
7260 35 347
7270 34 341
7280 46 325
7290 39 364
7300 44 364
7310 48 335
7320 50 353
7330 53 343
7340 47 320
7350 52 341
7360 61 352
7370 47 310
7380 41 308
7390 56 337
7400 55 344
7410 57 318
7420 60 347
7430 51 300
7440 66 340
7450 67 358
7460 69 356
7470 69 370
7480 67 318
7490 58 318
7500 70 353
7510 64 357
7520 61 334
7530 42 356
7540 24 314
7550 50 329
7560 37 344
7570 43 316
7580 52 331
7590 55 346
7600 50 326
7610 33 279
7620 40 312
7630 45 324
7640 52 349
7650 44 332
7660 37 335
7670 30 335
7680 42 348
7690 29 318
7700 31 310
7710 32 337
7720 32 323
7730 31 327
7740 44 307
7750 56 316
7760 52 376
7770 43 342
7780 46 388
7790 44 323
7800 44 334
7810 30 355
7820 55 384
7830 54 362
7840 36 375
7850 58 357
7860 49 336
7870 37 317
7880 46 322
7890 42 341
7900 37 343
7910 39 294
7920 25 322
7930 37 363
7940 48 356
7950 33 372
7960 40 341
7970 36 359
7980 33 343
7990 36 322
8000 37 307
8010 52 364
8020 37 329
8030 40 340
8040 40 348
8050 36 323
8060 42 351
8070 48 329
8080 42 334
8090 39 334
8100 37 336
8110 39 297
8120 35 349
8130 48 340
8140 39 329
8150 39 345
8160 36 318
8170 37 317
8180 49 378
8190 38 336
8200 32 324
8210 44 330
8220 33 322
8230 32 320
8240 60 375
8250 55 375
8260 33 388
8270 65 354
8280 64 374
8290 74 359
8300 43 364
8310 57 364
8320 61 351
8330 59 369
8340 60 348
8350 54 365
8360 75 375
8370 60 358
8380 44 341
8390 31 318
8400 30 328
8410 45 360
8420 37 345
8430 48 369
8440 40 366
8450 43 331
8460 50 384
8470 67 390
8480 30 326
8490 40 359
8500 30 349
8510 27 298
8520 37 348
8530 54 356
8540 52 364
8550 71 379
8560 59 356
8570 54 359
8580 79 355
8590 68 370
8600 85 376
8610 73 371
8620 53 368
8630 50 359
8640 51 376
8650 58 335
8660 59 400
8670 60 371
8680 51 328
8690 45 334
8700 30 350
8710 36 319
8720 37 338
8730 54 361
8740 46 340
8750 37 345
8760 35 309
8770 52 367
8780 59 340
8790 41 288
8800 40 298
8810 48 304
8820 54 349
8830 56 350
8840 50 300
8850 50 326
8860 53 348
8870 57 372
8880 61 350
8890 52 351
8900 48 331
8910 38 334
8920 47 347
8930 44 348
8940 50 341
8950 45 322
8960 36 332
8970 34 336
8980 42 318
8990 49 322
9000 46 329
9010 35 346
9020 34 367
9030 37 327
9040 44 303
9050 35 341
9060 36 333
9070 42 345
9080 27 305
9090 33 329
9100 38 334
9110 25 302
9120 45 317
9130 41 321
9140 46 327
9150 55 356
9160 45 313
9170 44 342
9180 36 313
9190 33 306
9200 36 320
9210 50 331
9220 47 327
9230 35 320
9240 38 322
9250 40 340
9260 31 328
9270 46 324
9280 42 360
9290 51 357
9300 62 344
9310 84 362
9320 65 389
9330 67 340
9340 62 332
9350 75 373
9360 76 377
9370 78 346
9380 94 400
9390 46 328
9400 31 332
9410 37 357
9420 33 312
9430 30 303
9440 37 326
9450 27 314
9460 35 329
9470 39 329
9480 43 349
9490 49 352
9500 50 338
9510 35 323
9520 35 347
9530 37 363
9540 39 344
9550 27 320
9560 43 290
9570 43 317
9580 33 296
9590 35 300
9600 34 316
9610 37 322
9620 33 338
9630 38 314
9640 37 294
9650 45 342
9660 39 323
9670 45 334
9680 41 319
9690 41 316
9700 40 304
9710 38 313
9720 49 344
9730 37 349
9740 40 350
9750 32 359
9760 40 342
9770 42 344
9780 38 351
9790 32 312
9800 34 354
9810 37 329
9820 42 366
9830 36 325
9840 26 331
9850 29 290
9860 28 323
9870 27 309
9880 43 336
9890 32 304
9900 29 308
9910 34 322
9920 36 337
9930 39 345
9940 46 338
9950 44 346
9960 48 331
9970 60 388
9980 61 365
9990 61 366
10000 54 341
10010 48 320
10020 26 328
10030 35 369
10040 43 323
10050 40 343
10060 33 315
10070 40 337
10080 43 330
10090 36 315
10100 35 374
10110 38 316
10120 28 336
10130 32 328
10140 36 325
10150 31 337
10160 28 330
10170 28 295
10180 42 324
10190 39 332
10200 46 352
10210 32 312
10220 28 301
10230 28 286
10240 38 317
10250 40 333
10260 41 339
10270 29 325
10280 42 305
10290 33 325
10300 23 287
10310 33 334
10320 44 340
10330 37 339
10340 37 331
10350 52 335
10360 45 318
10370 31 314
10380 44 320
10390 33 345
10400 44 310
10410 40 279
10420 46 335
10430 54 341
10440 42 289
10450 39 348
10460 46 312
10470 39 345
10480 27 313
10490 45 304
10500 40 327
10510 47 312
10520 58 325
10530 53 351
10540 57 306
10550 58 344
10560 53 308
10570 33 321
10580 36 332
10590 40 322
10600 30 308
10610 40 290
10620 32 293
10630 26 261
10640 34 284
10650 26 288
10660 28 298
10670 49 327
10680 42 313
10690 47 333
10700 36 286
10710 40 297
10720 28 238
10730 39 293
10740 36 311
10750 40 328
10760 30 319
10770 60 360
10780 38 320
10790 37 305
10800 35 340
10810 34 299
10820 37 337
10830 36 297
10840 35 321
10850 34 322
10860 40 319
10870 47 313
10880 43 301
10890 33 297
10900 38 298
10910 31 303
10920 36 311
10930 35 308
10940 33 333
10950 42 349
10960 23 292
10970 41 307
10980 57 337
10990 46 338
11000 43 339
11010 40 322
11020 43 343
11030 48 363
11040 51 340
11050 43 316
11060 40 311
11070 31 303
11080 25 304
11090 39 295
11100 42 285
11110 41 310
11120 37 340
11130 32 296
11140 47 304
11150 42 306
11160 32 298
11170 43 321
11180 39 295
11190 44 339
11200 34 310
11210 32 309
11220 37 331
11230 33 281
11240 22 277
11250 35 276
11260 34 276
11270 36 330
11280 45 294
11290 36 291
11300 53 334
11310 46 298
11320 52 314
11330 53 311
11340 37 320
11350 39 305
11360 59 327
11370 56 334
11380 43 339
11390 45 324
11400 53 368
11410 60 340
11420 43 330
11430 42 324
11440 42 306
11450 56 319
11460 48 315
11470 49 313
11480 37 303
11490 49 312
11500 35 321
11510 41 346
11520 27 351
11530 38 336
11540 48 327
11550 42 361
11560 33 315
11570 31 343
11580 34 322
11590 38 324
11600 32 320
11610 35 387
11620 40 312
11630 36 292
11640 32 317
11650 33 321
11660 46 334
11670 33 314
11680 37 331
11690 35 286
11700 29 276
11710 39 311
11720 66 337
11730 61 321
11740 51 323
11750 58 361
11760 60 346
11770 54 357
11780 49 314
11790 34 304
11800 13 231
11810 24 294
11820 25 295
11830 18 286
11840 32 312
11850 39 289
11860 43 298
11870 34 307
11880 33 336
11890 36 313
11900 34 325
11910 40 343
11920 51 336
11930 39 323
11940 44 346
11950 45 324
11960 60 338
11970 54 347
11980 62 342
11990 37 316
12000 70 334
12010 59 325
12020 67 369
12030 70 359
12040 44 303
12050 68 350
12060 60 314
12070 64 327
12080 48 343
12090 53 344
12100 43 340
12110 35 289
12120 31 286
12130 49 320
12140 36 305
12150 30 283
12160 41 318
12170 40 321
12180 39 305
12190 35 286
12200 34 326
12210 31 300
12220 38 308
12230 46 332
12240 26 317
12250 36 327
12260 34 308
12270 55 352
12280 37 297
12290 40 308
12300 41 299
12310 45 309
12320 42 321
12330 40 312
12340 41 339
12350 48 348
12360 34 286
12370 44 322
12380 11 278
12390 16 303
12400 14 284
12410 9 287
12420 15 312
12430 16 250
12440 26 291
12450 35 316
12460 57 339
12470 53 360
12480 70 327
12490 28 312
12500 62 401
12510 59 348
12520 57 379
12530 52 354
12540 57 370
12550 26 333
12560 39 354
12570 47 337
12580 27 336
12590 22 303
12600 37 357
12610 37 312
12620 40 296
12630 34 321
12640 42 319
12650 21 303
12660 23 285
12670 25 281
12680 20 290
12690 21 274
12700 26 280
12710 17 292
12720 33 306
12730 39 314
12740 37 324
12750 32 302
12760 49 344
12770 57 315
12780 41 341
12790 36 310
12800 37 310
12810 38 328
12820 46 333
12830 49 322
12840 42 320
12850 37 322
12860 49 341
12870 35 310
12880 45 358
12890 56 338
12900 55 332
12910 47 326
12920 52 331
12930 49 321
12940 45 343
12950 43 329
12960 49 291
12970 48 311
12980 37 285
12990 40 297
13000 45 320
13010 47 342
13020 38 313
13030 45 341
13040 38 331
13050 53 351
13060 51 353
13070 43 302
13080 54 353
13090 44 338
13100 53 364
13110 64 350
13120 37 290
13130 61 379
13140 44 346
13150 56 346
13160 57 332
13170 44 312
13180 51 320
13190 58 328
13200 49 335
13210 38 299
13220 45 303
13230 51 339
13240 38 316
13250 49 303
13260 42 311
13270 40 309
13280 44 308
13290 31 289
13300 48 305
13310 38 301
13320 52 325
13330 64 321
13340 50 336
13350 46 339
13360 49 340
13370 47 339
13380 52 321
13390 47 308
13400 44 312
13410 44 319
13420 53 344
13430 42 353
13440 57 336
13450 54 363
13460 41 328
13470 47 320
13480 57 375
13490 62 379
13500 63 378
13510 49 337
13520 59 328
13530 50 352
13540 54 322
13550 56 314
13560 44 356
13570 57 353
13580 48 330
13590 55 326
13600 52 331
13610 44 316
13620 55 349
13630 55 321
13640 66 334
13650 46 346
13660 60 355
13670 52 349
13680 57 378
13690 52 355
13700 55 368
13710 48 355
13720 61 373
13730 55 319
13740 58 355
13750 50 344
13760 52 351
13770 54 368
13780 63 360
13790 45 390
13800 45 315
13810 59 372
13820 44 362
13830 55 369
13840 64 369
13850 59 337
13860 48 338
13870 46 325
13880 56 346
13890 55 344
13900 54 328
13910 56 335
13920 60 356
13930 53 319
13940 72 316
13950 61 308
13960 61 315
13970 41 311
13980 46 284
13990 41 312
14000 45 317
14010 59 328
14020 71 333
14030 49 338
14040 67 323
14050 51 289
14060 59 342
14070 57 327
14080 54 329
14090 51 336
14100 43 320
14110 45 296
14120 50 296
14130 49 323
14140 44 326
14150 38 285
14160 41 324
14170 42 311
14180 38 288
14190 31 318
14200 30 286
14210 31 281
14220 43 298
14230 43 285
14240 52 286
14250 56 287
14260 56 312
14270 48 341
14280 55 304
14290 34 306
14300 67 351
14310 64 343
14320 66 311
14330 59 297
14340 49 304
14350 53 319
14360 37 297
14370 39 311
14380 48 349
14390 54 358
14400 50 323
14410 55 319
14420 53 349
14430 52 335
14440 59 328
14450 51 337
14460 35 325
14470 53 322
14480 42 294
14490 42 305
14500 32 313
14510 30 331
14520 29 346
14530 34 350
14540 38 337
14550 40 345
14560 28 323
14570 22 321
14580 38 345
14590 53 346
14600 42 318
14610 44 295
14620 52 332
14630 47 355
14640 50 344
14650 52 357
14660 42 358
14670 52 331
14680 43 344
14690 40 327
14700 54 329
14710 53 342
14720 45 316
14730 57 318
14740 59 344
14750 65 342
14760 47 336
14770 39 326
14780 61 372
14790 50 343
14800 49 316
14810 50 335
14820 48 333
14830 42 323
14840 36 315
14850 46 336
14860 43 332
14870 42 347
14880 59 360
14890 42 339
14900 48 310
14910 47 338
14920 56 325
14930 39 318
14940 34 325
14950 41 299
14960 39 304
14970 39 319
14980 54 324
14990 43 318
15000 42 277
15010 22 320
15020 62 332
15030 60 348
15040 63 324
15050 50 320
15060 57 333
15070 57 323
15080 49 326
15090 41 365
15100 40 319
15110 34 331
15120 42 304
15130 44 333
15140 41 321
15150 47 328
15160 51 305
15170 36 306
15180 61 314
15190 46 314
15200 43 365
15210 44 310
15220 43 347
15230 56 341
15240 45 343
15250 45 330
15260 43 329
15270 51 343
15280 52 301
15290 44 317
15300 47 315
15310 46 357
15320 52 348
15330 57 363
15340 46 344
15350 44 338
15360 48 309
15370 43 323
15380 48 338
15390 50 346
15400 46 333
15410 60 356
15420 52 321
15430 51 322
15440 66 343
15450 40 318
15460 31 310
15470 51 308
15480 43 322
15490 56 348
15500 62 367
15510 38 340
15520 47 355
15530 38 319
15540 32 308
15550 57 311
15560 50 319
15570 47 313
15580 48 326
15590 35 327
15600 39 326
15610 27 297
15620 34 333
15630 34 338
15640 34 286
15650 39 306
15660 48 320
15670 35 341
15680 40 328
15690 38 338
15700 65 317
15710 41 296
15720 54 346
15730 44 294
15740 42 285
15750 38 301
15760 40 303
15770 42 293
15780 35 291
15790 52 307
15800 44 354
15810 42 307
15820 45 286
15830 39 318
15840 43 317
15850 50 299
15860 55 330
15870 42 304
15880 46 335
15890 50 367
15900 41 323
15910 47 347
15920 50 310
15930 53 322
15940 49 320
15950 51 307
15960 46 325
15970 28 260
15980 52 312
15990 50 351
16000 46 353
16010 43 344
16020 43 320
16030 44 331
16040 44 293
16050 67 324
16060 52 304
16070 47 291
16080 26 304
16090 27 292
16100 31 313
16110 34 316
16120 26 314
16130 29 318
16140 28 320
16150 38 277
16160 47 301
16170 38 331
16180 36 276
16190 37 310
16200 45 341
16210 28 285
16220 33 323
16230 42 310
16240 31 304
16250 20 267
16260 39 298
16270 18 285
16280 17 276
16290 30 317
16300 22 317
16310 41 320
16320 30 344
16330 52 372
16340 32 331
16350 25 321
16360 35 327
16370 38 363
16380 38 372
16390 36 333
16400 40 332
16410 34 324
16420 37 305
16430 31 363
16440 21 302
16450 23 301
16460 36 366
16470 34 363
16480 34 327
16490 36 320
16500 27 332
16510 28 312
16520 32 321
16530 33 279
16540 34 323
16550 28 312
16560 27 345
16570 25 289
16580 33 296
16590 37 314
16600 31 286
16610 31 324
16620 43 343
16630 44 309
16640 37 309
16650 24 318
16660 22 308
16670 34 311
16680 28 312
16690 33 331
16700 46 302
16710 39 310
16720 44 325
16730 28 288
16740 30 292
16750 22 289
16760 21 278
16770 38 319
16780 28 288
16790 24 290
16800 27 300
16810 28 306
16820 26 312
16830 23 310
16840 30 295
16850 35 338
16860 29 329
16870 24 334
16880 41 340
16890 24 313
16900 27 303
16910 53 323
16920 43 287
16930 18 280
16940 28 261
16950 41 286
16960 21 302
16970 32 281
16980 30 299
16990 40 299
17000 28 292
17010 33 295
17020 30 281
17030 37 295
17040 50 338
17050 34 330
17060 25 323
17070 22 329
17080 28 303
17090 23 302
17100 29 294
17110 29 263
17120 18 317
17130 31 336
17140 26 352
17150 34 312
17160 30 342
17170 32 315
17180 34 292
17190 29 295
17200 31 314
17210 45 363
17220 38 312
17230 49 345
17240 33 306
17250 40 337
17260 27 331
17270 37 325
17280 28 326
17290 33 314
17300 45 365
17310 36 323
17320 23 330
17330 38 377
17340 30 325
17350 32 325
17360 45 335
17370 34 330
17380 38 313
17390 39 338
17400 30 314
17410 34 323
17420 44 338
17430 19 322
17440 38 330
17450 30 314
17460 23 260
17470 35 338
17480 31 336
17490 22 298
17500 24 308
17510 26 337
17520 31 307
17530 43 356
17540 31 322
17550 32 328
17560 33 325
17570 28 285
17580 21 302
17590 32 309
17600 38 311
17610 40 330
17620 24 301
17630 41 324
17640 32 318
17650 37 338
17660 36 312
17670 27 332
17680 29 315
17690 33 344
17700 29 342
17710 33 340
17720 16 333
17730 29 322
17740 28 296
17750 28 288
17760 26 302
17770 29 290
17780 30 301
17790 36 260
17800 31 316
17810 30 326
17820 27 328
17830 38 317
17840 41 312
17850 47 345
17860 46 304
17870 49 324
17880 39 306
17890 47 313
17900 45 349
17910 44 317
17920 42 286
17930 36 323
17940 36 324
17950 38 300
17960 28 273
17970 28 272
17980 33 294
17990 55 326
18000 31 304
18010 40 323
18020 41 331
18030 41 358
18040 47 326
18050 44 342
18060 31 343
18070 48 325
18080 28 326
18090 49 323
18100 39 332
18110 54 326
18120 40 345
18130 34 307
18140 48 353
18150 36 351
18160 32 287
18170 40 291
18180 50 345
18190 38 304
18200 43 299
18210 46 353
18220 43 348
18230 48 361
18240 46 363
18250 40 339
18260 42 360
18270 47 347
18280 45 323
18290 55 324
18300 69 368
18310 60 330
18320 34 347
18330 60 350
18340 75 361
18350 48 306
18360 43 304
18370 49 345
18380 54 329
18390 68 360
18400 50 347
18410 77 331
18420 86 359
18430 50 299
18440 44 352
18450 62 340
18460 78 391
18470 82 369
18480 86 352
18490 82 368
18500 40 312
18510 51 374
18520 57 333
18530 60 381
18540 82 331
18550 64 354
18560 65 379
18570 78 371
18580 92 399
18590 72 359
18600 46 354
18610 51 314
18620 51 301
18630 56 341
18640 34 307
18650 35 291
18660 29 317
18670 37 324
18680 37 344
18690 34 330
18700 34 304
18710 43 320
18720 65 335
18730 44 325
18740 46 302
18750 34 310
18760 53 352
18770 27 327
18780 42 327
18790 36 321
18800 38 324
18810 49 324
18820 37 326
18830 41 288
18840 45 303
18850 44 330
18860 52 309
18870 42 350
18880 29 363
18890 30 337
18900 38 326
18910 48 348
18920 41 326
18930 39 301
18940 39 306
18950 45 358
18960 39 324
18970 33 303
18980 40 349
18990 48 328
19000 46 295
19010 55 332
19020 41 304
19030 34 331
19040 36 310
19050 56 368
19060 36 312
19070 32 320
19080 39 341
19090 33 330
19100 26 279
19110 52 337
19120 51 328
19130 43 332
19140 44 335
19150 41 324
19160 39 327
19170 38 332
19180 33 321
19190 54 360
19200 48 333
19210 35 332
19220 32 354
19230 43 317
19240 39 330
19250 41 327
19260 33 315
19270 45 337
19280 35 320
19290 41 322
19300 33 339
19310 43 341
19320 31 338
19330 33 298
19340 29 290
19350 39 333
19360 37 352
19370 27 274
19380 37 298
19390 31 319
19400 52 322
19410 52 339
19420 48 323
19430 54 345
19440 39 332
19450 35 327
19460 36 333
19470 47 352
19480 59 357
19490 53 332
19500 52 350
19510 55 351
19520 55 352
19530 46 329
19540 56 380
19550 67 338
19560 45 312
19570 64 361
19580 23 336
19590 30 308
19600 36 315
19610 36 350
19620 35 337
19630 48 347
19640 55 371
19650 56 373
19660 39 354
19670 44 344
19680 25 306
19690 49 309
19700 28 313
19710 39 298
19720 37 305
19730 40 318
19740 33 342
19750 38 322
19760 39 314
19770 36 289
19780 50 351
19790 28 293
19800 30 289
19810 64 355
19820 55 383
19830 53 352
19840 30 317
19850 41 349
19860 38 317
19870 32 325
19880 34 318
19890 49 331
19900 51 344
19910 34 318
19920 55 310
19930 40 320
19940 35 346
19950 36 311
19960 67 360
19970 31 321
19980 26 324
19990 32 347
20000 35 292
20010 49 349
20020 32 339
20030 26 356
20040 29 339
20050 34 342
20060 38 323
20070 48 337
20080 49 328
