# Frame C-Contacts All-Contacts
10430 26 310
10440 27 343
10450 39 342
10460 29 354
10470 29 359
10480 34 343
10490 33 328
10500 26 350
10510 47 356
10520 42 364
10530 56 361
10540 41 349
10550 49 386
10560 40 353
10570 21 346
10580 33 330
10590 29 336
10600 38 374
10610 35 351
10620 31 314
10630 42 349
10640 39 317
10650 39 391
10660 25 311
10670 24 310
10680 30 340
10690 32 362
10700 28 361
10710 39 410
10720 33 340
10730 45 361
10740 26 357
10750 32 311
10760 37 309
10770 28 346
10780 20 314
10790 34 330
10800 38 344
10810 54 370
10820 50 338
10830 47 329
10840 53 379
10850 43 343
10860 42 347
10870 42 344
10880 55 380
10890 50 344
10900 39 381
10910 56 378
10920 48 352
10930 47 377
10940 63 356
10950 31 318
10960 31 326
10970 27 295
10980 24 336
10990 22 316
11000 23 319
11010 27 352
11020 28 365
11030 32 356
11040 37 365
11050 37 372
11060 33 370
11070 40 394
11080 36 353
11090 53 390
11100 78 424
11110 79 380
11120 53 356
11130 55 389
11140 49 375
11150 60 399
11160 41 374
11170 51 383
11180 49 384
11190 50 374
11200 57 377
11210 54 363
11220 55 349
11230 40 368
11240 35 351
11250 40 353
11260 49 348
11270 80 360
11280 54 351
11290 80 382
11300 102 423
11310 92 413
11320 96 455
11330 90 412
11340 56 382
11350 81 394
11360 68 390
11370 81 407
11380 75 404
11390 76 394
11400 76 408
11410 54 379
11420 39 351
11430 49 369
11440 68 376
11450 39 337
11460 29 320
11470 25 346
11480 36 326
11490 31 332
11500 25 348
11510 31 334
11520 27 317
11530 35 329
11540 31 285
11550 27 339
11560 26 306
11570 32 324
11580 32 328
11590 29 285
11600 48 337
11610 22 315
11620 22 303
11630 24 326
11640 26 289
11650 24 297
11660 23 295
11670 26 309
11680 28 341
11690 25 328
11700 29 322
11710 26 321
11720 31 286
11730 25 301
11740 30 331
11750 27 340
11760 30 317
11770 40 338
11780 35 338
11790 38 329
11800 34 312
11810 38 360
11820 29 304
11830 30 333
11840 27 336
11850 45 354
11860 39 354
11870 34 323
11880 31 304
11890 40 350
11900 31 322
11910 41 328
11920 38 345
11930 30 324
11940 26 337
11950 23 318
11960 27 315
11970 28 307
11980 35 318
11990 32 321
12000 27 339
12010 34 335
12020 37 321
12030 28 348
12040 33 305
12050 24 339
12060 35 339
12070 32 353
12080 33 328
12090 32 334
12100 31 347
12110 27 282
12120 36 294
12130 24 276
12140 42 354
12150 44 308
12160 18 339
12170 29 314
12180 27 333
12190 32 365
12200 35 359
12210 28 320
12220 25 336
12230 25 348
12240 31 311
12250 27 338
12260 31 315
12270 27 298
12280 38 290
12290 28 331
12300 31 329
12310 36 340
12320 46 385
12330 42 311
12340 42 323
12350 40 313
12360 43 374
12370 51 329
12380 43 359
12390 37 326
12400 37 358
12410 31 318
12420 28 328
12430 37 306
12440 33 378
12450 25 326
12460 25 345
12470 25 373
12480 28 335
12490 35 374
12500 33 348
12510 44 327
12520 34 326
12530 34 349
12540 30 314
12550 34 348
12560 37 358
12570 49 332
12580 47 363
12590 64 388
12600 38 372
12610 23 347
12620 36 333
12630 27 309
12640 40 304
12650 39 357
12660 34 328
12670 37 341
12680 27 343
12690 36 339
12700 41 338
12710 28 341
12720 40 346
12730 54 370
12740 58 321
12750 47 348
12760 59 332
12770 56 359
12780 54 367
12790 52 343
12800 46 363
12810 50 372
12820 48 355
12830 44 384
12840 54 391
12850 47 397
12860 69 375
12870 45 349
12880 62 383
12890 54 381
12900 63 373
12910 52 392
12920 52 349
12930 33 345
12940 57 375
12950 46 403
12960 56 381
12970 41 379
12980 57 360
12990 52 378
13000 49 362
13010 50 366
13020 47 340
13030 41 359
13040 38 344
13050 57 418
13060 67 419
13070 50 381
13080 53 404
13090 44 376
13100 45 367
13110 60 408
13120 63 385
13130 54 364
13140 38 378
13150 41 348
13160 42 372
13170 35 358
13180 43 390
13190 46 357
13200 43 403
13210 57 413
13220 64 429
13230 50 366
13240 32 380
13250 41 358
13260 63 377
13270 46 334
13280 50 348
13290 54 329
13300 45 325
13310 45 363
13320 40 347
13330 31 369
13340 32 394
13350 46 355
13360 32 348
13370 31 354
13380 38 390
13390 43 353
13400 52 353
13410 32 326
13420 30 380
13430 41 374
13440 37 331
13450 41 389
13460 34 357
13470 40 377
13480 52 419
13490 43 398
13500 52 425
13510 51 384
13520 59 426
13530 48 408
13540 53 361
13550 60 409
13560 62 371
13570 65 392
13580 54 393
13590 43 372
13600 35 374
13610 61 367
13620 62 366
13630 50 389
13640 63 401
13650 68 360
13660 49 397
13670 47 340
13680 66 398
13690 44 348
13700 39 346
13710 69 408
13720 60 381
13730 38 335
13740 50 360
13750 48 357
13760 57 380
13770 50 358
13780 45 340
13790 45 373
13800 45 395
13810 45 374
13820 69 387
13830 65 378
13840 60 359
13850 51 355
13860 63 373
13870 53 387
13880 79 400
13890 61 381
13900 55 383
13910 50 380
13920 45 351
13930 41 420
13940 45 365
13950 43 388
13960 40 392
13970 55 333
13980 77 353
13990 79 373
14000 73 397
14010 81 365
14020 71 394
14030 63 393
14040 61 368
14050 49 374
14060 67 372
14070 70 401
14080 51 384
14090 68 371
14100 64 422
14110 44 363
14120 57 368
14130 58 432
14140 57 402
14150 50 374
14160 90 427
14170 57 396
14180 77 369
14190 75 426
14200 74 399
14210 81 374
14220 67 365
14230 86 382
14240 79 375
14250 64 365
14260 76 395
14270 64 382
14280 70 378
14290 87 395
14300 96 406
14310 79 380
14320 68 382
14330 83 379
14340 81 378
14350 86 389
14360 80 367
14370 50 375
14380 73 391
14390 63 383
14400 67 378
14410 80 384
14420 77 367
14430 91 406
14440 80 406
14450 74 384
14460 83 393
14470 90 410
14480 63 377
14490 64 359
14500 68 349
14510 69 361
14520 62 376
14530 65 389
14540 82 407
14550 70 413
14560 66 375
14570 65 399
14580 81 419
14590 66 365
14600 62 391
14610 68 371
14620 59 360
14630 67 377
14640 60 356
14650 67 302
14660 73 395
14670 53 357
14680 45 384
14690 59 387
14700 48 390
14710 70 349
14720 64 383
14730 54 371
14740 46 341
14750 73 402
14760 66 377
14770 70 376
14780 58 339
14790 69 384
14800 54 371
14810 56 356
14820 47 382
14830 58 361
14840 51 370
14850 49 392
14860 49 349
14870 41 346
14880 49 369
14890 56 387
14900 46 379
14910 54 361
14920 48 366
14930 49 344
14940 57 356
14950 58 368
14960 51 366
14970 48 352
14980 46 356
14990 47 374
15000 37 329
15010 47 333
15020 38 315
15030 27 355
15040 46 354
15050 47 334
15060 50 370
15070 37 349
15080 36 335
15090 44 343
15100 27 356
15110 36 352
15120 28 279
15130 36 331
15140 34 349
15150 40 351
15160 37 320
15170 39 349
15180 42 357
15190 37 374
15200 39 365
15210 34 345
15220 34 323
15230 50 300
15240 38 331
15250 34 286
15260 48 297
15270 36 317
15280 26 314
15290 25 309
15300 31 309
15310 26 285
15320 32 284
15330 42 304
15340 50 321
15350 52 348
15360 34 321
15370 32 336
15380 45 336
15390 41 328
15400 41 371
15410 40 331
15420 35 324
15430 45 357
15440 42 319
15450 48 329
15460 44 364
15470 48 369
15480 28 324
15490 41 355
15500 42 332
15510 45 331
15520 47 365
15530 39 320
15540 39 283
15550 41 310
15560 40 333
15570 55 339
15580 40 333
15590 53 383
15600 58 357
15610 35 347
15620 60 337
15630 62 332
15640 49 321
15650 46 319
15660 43 357
15670 49 361
15680 31 294
15690 26 354
15700 34 360
15710 17 324
15720 31 316
15730 30 326
15740 39 324
15750 36 348
15760 38 367
15770 32 335
15780 33 343
15790 27 333
15800 33 341
15810 37 343
15820 29 315
15830 28 338
15840 33 315
15850 34 294
15860 42 355
15870 40 346
15880 49 342
15890 49 356
15900 30 344
15910 27 354
15920 16 304
15930 11 259
15940 16 312
15950 3 286
15960 6 326
15970 9 333
15980 9 332
15990 8 335
16000 13 354
16010 13 327
16020 29 324
16030 40 338
16040 42 339
16050 32 321
16060 36 327
16070 29 335
16080 34 344
16090 25 355
16100 31 334
16110 38 337
16120 67 371
16130 50 363
16140 32 311
16150 38 347
16160 29 333
16170 33 364
16180 24 326
16190 35 326
16200 31 325
16210 30 320
16220 31 292
16230 42 321
16240 45 306
16250 34 340
16260 34 340
16270 30 282
16280 43 329
16290 35 318
16300 28 300
16310 32 294
16320 27 301
16330 23 317
16340 22 308
16350 32 309
16360 29 311
16370 26 306
16380 31 382
16390 24 336
16400 18 305
16410 33 361
16420 29 345
16430 28 328
16440 29 322
16450 19 328
16460 29 301
16470 17 353
16480 26 324
16490 38 334
16500 40 363
16510 38 332
16520 49 329
16530 61 375
16540 58 355
16550 38 328
16560 59 396
16570 53 359
16580 76 370
16590 65 342
16600 53 341
16610 42 324
16620 30 329
16630 38 312
16640 27 309
16650 39 358
16660 43 311
16670 24 310
16680 22 301
16690 27 314
16700 31 330
16710 41 291
16720 41 304
16730 38 297
16740 49 349
16750 53 368
16760 44 317
16770 41 342
16780 49 394
16790 39 299
16800 39 298
16810 53 336
16820 47 325
16830 49 304
16840 54 332
16850 44 289
16860 55 328
16870 54 304
16880 73 286
16890 53 284
16900 53 314
16910 48 283
16920 49 296
16930 54 331
16940 42 319
16950 50 316
16960 45 338
16970 47 313
16980 35 324
16990 41 301
17000 70 367
17010 69 335
17020 66 404
17030 54 366
17040 63 345
17050 66 375
17060 64 383
17070 70 397
17080 65 356
17090 68 397
17100 79 401
17110 75 367
17120 73 389
17130 68 374
17140 77 418
17150 74 374
17160 70 405
17170 72 401
17180 53 323
17190 57 330
17200 59 372
17210 51 375
17220 49 321
17230 40 316
17240 40 330
17250 34 286
17260 39 325
17270 35 301
17280 34 311
17290 29 332
17300 42 330
17310 37 319
17320 40 344
17330 40 334
17340 32 330
17350 31 327
17360 29 351
17370 36 339
17380 43 331
17390 42 357
17400 41 323
17410 40 332
17420 44 323
17430 53 361
17440 40 344
17450 34 309
17460 31 308
17470 44 324
17480 36 341
17490 24 329
17500 32 296
17510 55 311
17520 49 294
17530 37 327
17540 34 346
17550 34 303
17560 39 303
17570 38 362
17580 28 359
17590 56 346
17600 60 356
17610 43 363
17620 44 360
17630 46 403
17640 45 348
17650 44 358
17660 48 331
17670 57 361
17680 45 346
17690 44 330
17700 48 366
17710 41 351
17720 46 336
17730 50 321
17740 53 372
17750 56 346
17760 51 373
17770 48 333
17780 46 331
17790 27 321
17800 27 290
17810 32 339
17820 43 323
17830 35 327
17840 36 320
17850 42 358
17860 35 390
17870 32 357
17880 32 340
17890 38 365
17900 33 366
17910 44 362
17920 51 358
17930 54 380
17940 54 336
17950 42 332
17960 52 378
17970 37 378
17980 48 374
17990 56 354
18000 35 355
18010 47 368
18020 62 326
18030 51 351
18040 39 340
18050 30 368
18060 51 360
18070 25 347
18080 39 344
18090 36 356
18100 37 354
18110 35 318
18120 20 339
18130 27 345
18140 27 371
18150 19 339
18160 21 357
18170 30 350
18180 23 313
18190 30 341
18200 32 333
18210 38 326
18220 40 372
18230 37 304
18240 36 347
18250 28 336
18260 31 318
18270 23 356
18280 33 362
18290 29 347
18300 33 344
18310 33 345
18320 32 334
18330 37 357
18340 36 353
18350 29 341
18360 25 319
18370 44 360
18380 24 317
18390 39 326
18400 42 334
18410 36 391
18420 35 342
18430 22 315
18440 33 353
18450 35 350
18460 14 310
18470 28 354
18480 27 341
18490 18 283
18500 38 329
18510 33 320
18520 41 373
18530 36 390
18540 33 326
18550 35 349
18560 35 341
18570 42 361
18580 28 380
18590 31 332
18600 30 333
18610 32 368
18620 33 312
18630 31 355
18640 28 362
18650 39 354
18660 36 385
18670 26 334
18680 27 347
18690 30 345
18700 42 367
18710 38 344
18720 30 343
18730 25 318
18740 28 367
18750 24 339
18760 41 386
18770 31 353
18780 37 371
18790 40 321
18800 40 327
18810 26 317
18820 27 309
18830 36 313
18840 45 359
18850 32 363
18860 48 330
18870 38 345
18880 29 338
18890 28 355
18900 48 350
18910 53 367
18920 50 371
18930 48 333
18940 47 343
18950 48 336
18960 60 370
18970 53 337
18980 40 381
18990 30 329
19000 30 340
19010 32 341
19020 24 330
19030 27 309
19040 32 335
19050 31 349
19060 24 357
19070 27 301
19080 50 380
19090 76 389
19100 41 376
19110 54 353
19120 35 352
19130 37 368
19140 50 326
19150 37 326
19160 77 365
19170 64 354
19180 51 355
19190 51 327
19200 46 333
19210 46 317
19220 47 337
19230 31 291
19240 40 314
19250 33 343
19260 32 357
19270 50 312
19280 46 334
19290 33 339
19300 38 327
19310 46 354
19320 31 323
19330 41 326
19340 38 292
19350 27 293
19360 23 310
19370 29 314
19380 35 339
19390 36 334
19400 32 331
19410 42 362
19420 47 327
19430 38 334
19440 47 360
19450 53 395
19460 52 360
19470 30 312
19480 26 342
19490 33 335
19500 31 326
19510 26 306
19520 26 311
19530 32 317
19540 24 312
19550 24 316
19560 38 326
19570 28 293
19580 31 333
19590 38 350
19600 63 324
19610 32 293
19620 35 312
19630 30 317
19640 31 287
19650 33 288
19660 36 346
19670 34 348
19680 27 357
19690 31 317
19700 27 332
19710 25 296
19720 44 350
19730 36 319
19740 39 343
19750 24 322
19760 31 286
19770 35 309
19780 45 297
19790 44 311
19800 35 292
19810 41 340
19820 40 301
19830 34 360
19840 35 383
19850 26 333
19860 28 381
19870 36 336
19880 31 326
19890 35 328
19900 37 374
19910 39 346
19920 40 346
19930 26 332
19940 30 357
19950 27 332
19960 26 356
19970 34 360
19980 33 345
19990 24 325
20000 25 349
20010 31 330
20020 24 309
20030 25 354
20040 28 370
20050 22 348
20060 31 374
20070 27 358
20080 29 305
