# Frame C-Contacts All-Contacts
5820 62 432
5830 60 444
5840 47 372
5850 37 394
5860 46 424
5870 39 417
5880 31 369
5890 25 377
5900 26 396
5910 41 413
5920 36 411
5930 18 351
5940 14 347
5950 15 372
5960 24 397
5970 55 419
5980 43 411
5990 29 378
6000 33 391
6010 48 391
6020 36 415
6030 25 397
6040 59 433
6050 42 406
6060 55 451
6070 43 406
6080 53 437
6090 44 403
6100 27 384
6110 22 388
6120 26 388
6130 16 377
6140 22 381
6150 35 373
6160 23 394
6170 10 378
6180 5 365
6190 4 383
6200 19 387
6210 15 403
6220 28 395
6230 33 406
6240 29 409
6250 7 384
6260 28 370
6270 27 389
6280 21 391
6290 4 347
6300 8 383
6310 15 388
6320 6 363
6330 19 379
6340 11 370
6350 10 371
6360 15 361
6370 12 380
6380 17 392
6390 16 413
6400 34 403
6410 12 368
6420 32 411
6430 26 416
6440 44 429
6450 17 359
6460 3 370
6470 2 377
6480 4 387
6490 1 394
6500 16 383
6510 18 381
6520 19 371
6530 10 378
6540 6 406
6550 6 384
6560 12 339
6570 10 364
6580 10 384
6590 21 406
6600 11 377
6610 13 376
6620 2 409
6630 15 397
6640 5 382
6650 21 413
6660 30 386
6670 28 430
6680 48 439
6690 62 456
6700 66 451
6710 53 467
6720 61 438
6730 40 417
6740 48 441
6750 46 448
6760 59 438
6770 36 444
6780 40 454
6790 52 417
6800 40 407
6810 37 449
6820 30 429
6830 44 455
6840 49 454
6850 60 459
6860 51 456
6870 82 497
6880 102 514
6890 89 472
6900 77 444
6910 88 457
6920 85 459
6930 98 434
6940 79 437
6950 79 458
6960 72 461
6970 71 443
6980 73 493
6990 91 486
7000 79 464
7010 49 436
7020 95 544
7030 99 462
7040 113 534
7050 90 507
7060 104 520
7070 73 503
7080 74 468
7090 70 501
7100 84 476
7110 91 482
7120 91 483
7130 60 423
7140 88 477
7150 91 522
7160 77 476
7170 86 491
7180 90 504
7190 90 479
7200 82 439
7210 95 483
7220 70 439
7230 80 470
7240 52 439
7250 93 451
7260 94 462
7270 75 446
7280 89 457
7290 92 451
7300 84 439
7310 100 459
7320 118 490
7330 70 457
7340 101 509
7350 104 504
7360 80 486
7370 85 467
7380 88 442
7390 73 442
7400 67 430
7410 41 429
7420 86 469
7430 97 479
7440 82 465
7450 102 452
7460 88 446
7470 66 452
7480 84 454
7490 65 428
7500 88 466
7510 79 437
7520 73 438
7530 57 412
7540 73 456
7550 90 432
7560 77 434
7570 86 466
7580 72 452
7590 92 454
7600 71 455
7610 62 419
7620 72 433
7630 81 441
7640 70 432
7650 62 449
7660 65 437
7670 53 423
7680 76 454
7690 58 429
7700 70 422
7710 67 448
7720 85 467
7730 59 401
7740 75 427
7750 56 411
7760 45 429
7770 50 446
7780 61 452
7790 75 445
7800 65 456
7810 78 434
7820 72 446
7830 79 444
7840 98 503
7850 93 428
7860 89 487
7870 87 477
7880 91 459
7890 64 418
7900 78 443
7910 113 464
7920 62 420
7930 83 451
7940 104 466
7950 60 452
7960 69 433
7970 73 415
7980 70 431
7990 73 479
8000 79 464
8010 51 390
8020 76 430
8030 49 428
8040 74 450
8050 89 467
8060 79 453
8070 70 450
8080 80 472
8090 56 455
8100 82 457
8110 78 461
8120 90 419
8130 76 478
8140 75 440
8150 77 467
8160 44 461
8170 69 493
8180 71 457
8190 55 431
8200 69 453
8210 56 444
8220 85 473
8230 78 478
8240 93 457
8250 69 431
8260 65 474
8270 77 464
8280 61 427
8290 79 465
8300 64 435
8310 58 465
8320 79 476
8330 88 489
8340 66 457
8350 87 463
8360 66 437
8370 66 446
8380 43 419
8390 69 438
8400 96 483
8410 85 464
8420 67 422
8430 69 427
8440 70 424
8450 90 473
8460 101 463
8470 73 469
8480 66 428
8490 84 432
8500 102 458
8510 85 440
8520 73 458
8530 72 453
8540 64 461
8550 84 447
8560 65 436
8570 70 439
8580 87 459
8590 72 401
8600 75 450
8610 92 423
8620 74 455
8630 77 443
8640 109 490
8650 86 420
8660 74 417
8670 136 510
8680 127 499
8690 94 495
8700 84 431
8710 97 478
8720 118 473
8730 74 476
8740 62 472
8750 57 410
8760 47 428
8770 32 398
8780 29 411
8790 30 385
8800 23 370
8810 44 396
8820 71 426
8830 50 421
8840 49 389
8850 60 413
8860 52 446
8870 70 409
8880 50 379
8890 66 444
8900 63 447
8910 58 412
8920 54 417
8930 57 458
8940 45 420
8950 40 408
8960 79 432
8970 54 437
8980 52 458
8990 86 489
9000 52 454
9010 52 437
9020 45 398
9030 38 444
9040 41 430
9050 46 378
9060 49 381
9070 47 418
9080 46 422
9090 57 426
9100 29 396
9110 31 390
9120 34 391
9130 39 445
9140 56 433
9150 43 402
9160 34 363
9170 44 425
9180 67 389
9190 61 416
9200 59 396
9210 52 424
9220 61 437
9230 60 390
9240 53 400
9250 51 436
9260 50 390
9270 36 356
9280 63 446
9290 53 427
9300 49 408
9310 54 390
9320 31 351
9330 42 388
9340 44 384
9350 47 467
9360 49 385
9370 60 424
9380 35 399
9390 43 415
9400 53 426
9410 50 458
9420 70 444
9430 45 401
9440 54 428
9450 90 440
9460 81 450
9470 62 456
9480 66 449
9490 63 429
9500 76 448
9510 69 436
9520 53 389
9530 50 435
9540 51 431
9550 35 432
9560 50 449
9570 41 445
9580 40 420
9590 45 414
9600 52 444
9610 51 431
9620 50 442
9630 72 479
9640 55 429
9650 66 455
9660 60 456
9670 51 424
9680 41 408
9690 32 403
9700 35 368
9710 48 408
9720 30 392
9730 29 450
9740 46 428
9750 39 412
9760 30 415
9770 45 462
9780 25 437
9790 25 414
9800 29 454
9810 42 467
9820 61 485
9830 43 452
9840 37 444
9850 40 449
9860 62 440
9870 31 433
9880 40 446
9890 44 437
9900 36 459
9910 33 437
9920 25 423
9930 36 437
9940 33 368
9950 26 407
9960 35 385
9970 6 374
9980 1 402
9990 8 387
10000 9 362
10010 8 376
10020 6 369
10030 15 371
10040 21 340
10050 27 411
10060 29 374
10070 28 371
10080 32 387
10090 32 382
10100 37 429
10110 41 407
10120 51 400
10130 39 438
10140 26 372
10150 38 428
10160 32 388
10170 19 397
10180 44 431
10190 33 430
10200 35 408
10210 33 366
10220 32 402
10230 24 383
10240 19 372
10250 32 398
10260 22 396
10270 35 407
10280 14 391
10290 5 392
10300 2 418
10310 16 393
10320 15 409
10330 19 377
10340 19 391
10350 21 375
10360 25 401
10370 37 382
10380 36 394
10390 57 416
10400 63 419
10410 13 391
10420 8 392
10430 7 388
10440 24 416
10450 16 402
10460 12 377
10470 39 410
10480 13 378
10490 21 416
10500 22 419
10510 15 408
10520 21 403
10530 21 367
10540 14 426
10550 25 405
10560 26 393
10570 32 415
10580 47 400
10590 43 394
10600 30 411
10610 14 372
10620 40 409
10630 43 423
10640 58 427
10650 60 452
10660 63 442
10670 62 452
10680 70 433
10690 61 460
10700 69 446
10710 107 473
10720 71 455
10730 84 463
10740 75 450
10750 71 418
10760 65 452
10770 74 470
10780 84 478
10790 77 430
10800 37 422
10810 32 417
10820 52 397
10830 53 455
10840 52 394
10850 57 444
10860 35 423
10870 46 386
10880 41 410
10890 78 437
10900 105 477
10910 101 445
10920 154 545
10930 110 498
10940 130 540
10950 132 484
10960 135 499
10970 86 457
10980 78 492
10990 65 408
11000 86 454
11010 82 435
11020 81 460
11030 70 442
11040 59 426
11050 49 395
11060 41 403
11070 55 410
11080 41 386
11090 51 430
11100 34 385
11110 47 426
11120 51 412
11130 25 398
11140 17 371
11150 11 361
11160 17 378
11170 11 408
11180 21 424
11190 14 397
11200 14 375
11210 17 375
11220 14 389
11230 15 386
11240 13 372
11250 14 384
11260 2 312
11270 12 363
11280 11 337
11290 10 335
11300 15 351
11310 28 358
11320 24 350
11330 31 382
11340 34 354
11350 23 347
11360 33 391
11370 14 360
11380 21 401
11390 26 373
11400 23 384
11410 21 350
11420 47 425
11430 32 385
11440 14 360
11450 7 404
11460 18 377
11470 17 388
11480 19 387
11490 17 385
11500 23 383
11510 12 366
11520 19 373
11530 36 392
11540 12 395
11550 21 353
11560 25 410
11570 19 374
11580 14 376
11590 23 368
11600 23 406
11610 22 402
11620 23 385
11630 19 407
11640 14 387
11650 12 392
11660 6 419
11670 15 400
11680 3 390
11690 22 386
11700 16 389
11710 16 386
11720 15 373
11730 3 369
11740 25 396
11750 26 427
11760 24 352
11770 23 397
11780 47 418
11790 34 412
11800 24 397
11810 19 397
11820 47 383
11830 14 397
11840 14 390
11850 9 356
11860 33 398
11870 23 385
11880 4 340
11890 5 372
11900 8 370
11910 4 362
11920 6 404
11930 14 413
11940 18 366
11950 20 376
11960 15 367
11970 8 361
11980 21 385
11990 8 377
12000 17 398
12010 31 373
12020 17 380
12030 17 387
12040 12 368
12050 5 355
12060 24 412
12070 22 387
12080 21 404
12090 14 369
12100 32 404
12110 18 377
12120 22 367
12130 14 369
12140 4 371
12150 12 389
12160 7 393
12170 8 381
12180 24 370
12190 40 402
12200 36 395
12210 30 386
12220 36 383
12230 29 412
12240 31 421
12250 19 386
12260 11 384
12270 23 369
12280 23 369
12290 50 423
12300 45 406
12310 37 409
12320 25 380
12330 32 364
12340 15 367
12350 43 406
12360 36 396
12370 23 377
12380 54 433
12390 54 433
12400 63 387
12410 43 405
12420 43 384
12430 41 358
12440 24 368
12450 48 368
12460 54 407
12470 56 440
12480 40 414
12490 27 402
12500 35 395
12510 32 356
12520 51 383
12530 37 367
12540 53 410
12550 63 383
12560 62 429
12570 55 410
12580 74 451
12590 55 415
12600 30 401
12610 53 429
12620 37 400
12630 41 368
12640 41 426
12650 30 359
12660 54 404
12670 47 377
12680 58 419
12690 47 395
12700 62 409
12710 47 414
12720 18 365
12730 8 331
12740 27 400
12750 17 370
12760 29 421
12770 29 396
12780 14 357
12790 6 336
12800 10 364
12810 21 374
12820 16 378
12830 0 358
12840 17 398
12850 27 385
12860 20 313
12870 24 372
12880 22 421
12890 37 400
12900 44 414
12910 19 372
12920 28 395
12930 8 358
12940 16 384
12950 8 402
12960 3 357
12970 17 362
12980 5 382
12990 20 366
13000 5 373
13010 20 374
13020 26 412
13030 9 348
13040 3 354
13050 14 374
13060 23 372
13070 27 397
13080 21 378
13090 10 365
13100 8 385
13110 13 388
13120 8 373
13130 22 394
13140 31 403
13150 21 390
13160 22 396
13170 14 376
13180 22 419
13190 38 417
13200 43 438
13210 38 401
13220 24 391
13230 8 429
13240 20 375
13250 11 404
13260 14 369
13270 20 371
13280 7 392
13290 36 388
13300 25 374
13310 22 384
13320 23 390
13330 11 351
13340 26 362
13350 30 365
13360 35 396
13370 45 396
13380 56 418
13390 71 430
13400 84 420
13410 72 432
13420 76 440
13430 96 433
13440 66 420
13450 87 447
13460 66 437
13470 63 453
13480 80 487
13490 82 485
13500 54 468
13510 61 441
13520 65 455
13530 79 463
13540 77 421
13550 92 440
13560 51 441
13570 83 484
13580 89 477
13590 79 481
13600 46 452
13610 71 456
13620 51 456
13630 58 455
13640 55 434
13650 54 428
13660 87 456
13670 63 421
13680 91 469
13690 106 491
13700 48 411
13710 90 456
13720 111 483
13730 85 453
13740 75 432
13750 76 420
13760 93 463
13770 88 439
13780 76 449
13790 94 488
13800 94 437
13810 62 402
13820 86 448
13830 92 460
13840 98 479
13850 76 452
13860 70 453
13870 92 437
13880 77 435
13890 65 423
13900 70 401
13910 62 463
13920 76 459
13930 57 462
13940 70 434
13950 79 463
13960 66 460
13970 74 440
13980 74 456
13990 71 397
14000 56 418
14010 68 437
14020 64 430
14030 55 421
14040 78 439
14050 61 402
14060 77 444
14070 57 421
14080 63 415
14090 87 481
14100 84 480
14110 66 472
14120 87 503
14130 75 482
14140 96 511
14150 88 452
14160 76 451
14170 78 434
14180 90 472
14190 77 469
14200 79 426
14210 89 461
14220 94 471
14230 71 463
14240 69 467
14250 87 468
14260 59 417
14270 79 474
14280 79 441
14290 76 449
14300 87 459
14310 64 435
14320 39 456
14330 72 477
14340 57 474
14350 59 465
14360 63 429
14370 68 415
14380 96 460
14390 79 436
14400 77 441
14410 73 466
14420 72 446
14430 87 468
14440 80 461
14450 85 454
14460 83 452
14470 87 476
14480 88 477
14490 69 452
14500 80 466
14510 87 469
14520 81 489
14530 76 477
14540 88 489
14550 75 447
14560 80 485
14570 79 512
14580 86 492
14590 70 482
14600 62 448
14610 69 503
14620 70 489
14630 92 514
14640 89 508
14650 71 473
14660 65 459
14670 64 428
14680 74 448
14690 81 479
14700 72 416
14710 68 422
14720 92 488
14730 79 454
14740 93 498
14750 74 483
14760 92 495
14770 66 460
14780 54 462
14790 64 450
14800 55 425
14810 77 451
14820 41 425
14830 64 402
14840 73 446
14850 77 469
14860 70 448
14870 70 448
14880 55 428
14890 63 447
14900 64 454
14910 76 435
14920 61 425
14930 72 419
14940 80 448
14950 67 419
14960 65 454
14970 72 477
14980 74 477
14990 74 438
15000 75 432
15010 62 430
15020 51 433
15030 101 471
15040 76 433
15050 99 476
15060 85 450
15070 103 499
15080 75 491
15090 81 475
15100 81 464
15110 80 424
15120 77 457
15130 67 440
15140 55 413
15150 63 460
15160 88 445
15170 76 437
15180 73 450
15190 62 451
15200 65 439
15210 72 451
15220 62 455
15230 61 419
15240 62 430
15250 69 428
15260 58 423
15270 51 438
15280 55 408
15290 45 416
15300 44 403
15310 49 401
15320 34 435
15330 53 427
15340 87 450
15350 76 444
15360 75 475
15370 64 410
15380 59 412
15390 64 424
15400 65 474
15410 61 432
15420 73 463
15430 78 429
15440 53 420
15450 55 431
15460 26 376
15470 37 400
15480 24 363
15490 63 484
15500 48 404
15510 48 415
15520 38 423
15530 42 463
15540 26 408
15550 37 440
15560 31 364
15570 13 386
15580 26 373
15590 15 398
15600 11 387
15610 30 406
15620 56 413
15630 37 426
15640 21 401
15650 32 369
15660 26 410
15670 38 408
15680 32 376
15690 26 374
15700 28 403
15710 28 442
15720 69 458
15730 84 457
15740 78 464
15750 83 462
15760 88 441
15770 93 513
15780 79 458
15790 81 435
15800 72 440
15810 61 431
15820 89 427
15830 58 383
15840 66 440
15850 70 453
15860 60 408
15870 55 436
15880 66 411
15890 53 410
15900 52 465
15910 66 426
15920 62 425
15930 55 406
15940 53 430
15950 42 428
15960 40 408
15970 102 459
15980 71 424
15990 79 436
16000 85 496
16010 99 480
16020 60 452
16030 69 431
16040 62 430
16050 57 407
16060 49 426
16070 51 462
16080 63 440
16090 74 464
16100 100 480
16110 70 453
16120 49 389
16130 61 411
16140 85 464
16150 69 463
16160 67 435
16170 63 448
16180 62 418
16190 68 403
16200 46 393
16210 58 455
16220 67 424
16230 79 430
16240 20 387
16250 24 401
16260 41 402
16270 46 450
16280 36 435
16290 48 418
16300 36 427
16310 39 405
16320 53 439
16330 58 443
16340 63 406
16350 38 412
16360 38 390
16370 29 362
16380 19 411
16390 25 376
16400 35 407
16410 25 430
16420 45 413
16430 64 475
16440 20 400
16450 40 416
16460 33 404
16470 60 459
16480 77 451
16490 75 401
16500 78 446
16510 58 437
16520 72 423
16530 69 463
16540 82 467
16550 95 425
16560 69 486
16570 95 424
16580 58 441
16590 43 406
16600 47 417
16610 27 412
16620 39 436
16630 43 431
16640 44 408
16650 48 408
16660 60 484
16670 54 463
16680 48 446
16690 52 431
16700 65 465
16710 52 449
16720 64 439
16730 64 421
16740 53 455
16750 62 437
16760 71 435
16770 81 447
16780 86 505
16790 48 426
16800 59 433
16810 71 460
16820 61 421
16830 61 440
16840 38 408
16850 30 402
16860 45 416
16870 47 429
16880 60 377
16890 69 478
16900 60 434
16910 53 463
16920 52 411
16930 44 394
16940 61 500
16950 71 462
16960 86 451
16970 88 481
16980 82 479
16990 85 465
17000 81 479
17010 98 477
17020 78 436
17030 80 476
17040 77 457
17050 72 470
17060 101 487
17070 79 466
17080 100 468
17090 82 467
17100 69 418
17110 82 445
17120 67 434
17130 89 456
17140 73 461
17150 73 425
17160 45 411
17170 28 417
17180 61 458
17190 64 478
17200 66 459
17210 72 482
17220 45 402
17230 107 478
17240 96 497
17250 96 489
17260 102 457
17270 91 496
17280 96 452
17290 98 512
17300 97 472
17310 77 488
17320 83 465
17330 88 504
17340 65 462
17350 83 469
17360 78 482
17370 99 471
17380 120 506
17390 85 477
17400 94 451
17410 96 453
17420 73 401
17430 82 460
17440 67 475
17450 88 436
17460 69 426
17470 76 450
17480 70 418
17490 90 461
17500 84 442
17510 85 471
17520 72 473
17530 70 428
17540 76 474
17550 86 468
17560 83 463
17570 54 442
17580 92 440
17590 90 488
17600 92 463
17610 59 395
17620 74 437
17630 88 451
17640 99 485
17650 92 478
17660 108 507
17670 81 465
17680 75 462
17690 85 434
17700 105 446
17710 106 498
17720 114 468
17730 145 521
17740 129 533
17750 100 469
17760 97 464
17770 92 460
17780 89 465
17790 104 459
17800 124 477
17810 95 473
17820 97 467
17830 100 477
17840 121 478
17850 101 411
17860 52 400
17870 77 419
17880 64 459
17890 43 380
17900 52 373
17910 62 406
17920 73 417
17930 56 368
17940 56 417
17950 56 418
17960 55 389
17970 65 373
17980 52 391
17990 54 393
18000 70 404
18010 60 386
18020 57 412
18030 44 407
18040 30 395
18050 42 419
18060 74 421
18070 53 402
18080 64 425
18090 90 468
18100 87 397
18110 76 394
18120 79 423
18130 63 405
18140 65 376
18150 60 428
18160 57 365
18170 60 417
18180 38 376
18190 70 442
18200 60 433
18210 51 403
18220 55 404
18230 61 415
18240 89 457
18250 43 423
18260 45 426
18270 64 428
18280 70 430
18290 79 434
18300 73 443
18310 56 440
18320 66 413
18330 50 405
18340 49 405
18350 52 413
18360 71 430
18370 47 411
18380 70 413
18390 81 417
18400 87 453
18410 78 479
18420 67 440
18430 72 441
18440 75 427
18450 69 416
18460 77 442
18470 58 431
18480 54 431
18490 59 415
18500 52 425
18510 66 453
18520 68 426
18530 85 464
18540 87 438
18550 80 454
18560 118 474
18570 83 428
18580 79 427
18590 81 438
18600 91 456
18610 84 430
18620 71 426
18630 100 446
18640 75 427
18650 89 455
18660 71 449
18670 94 449
18680 65 440
18690 82 462
18700 81 453
18710 87 455
18720 57 416
18730 51 427
18740 62 409
18750 62 408
18760 57 427
18770 58 409
18780 52 430
18790 36 389
18800 62 427
18810 57 430
18820 64 426
18830 57 430
18840 74 420
18850 77 431
18860 80 406
18870 76 431
18880 68 441
18890 50 388
18900 55 408
18910 54 440
18920 58 447
18930 61 425
18940 59 421
18950 45 409
18960 70 419
18970 59 429
18980 63 441
18990 78 452
19000 69 462
19010 52 442
19020 78 474
19030 48 409
19040 71 471
19050 71 455
19060 83 501
19070 71 435
19080 82 428
19090 80 468
19100 75 459
19110 90 479
19120 86 466
19130 83 460
19140 71 428
19150 61 426
19160 75 482
19170 118 517
19180 111 503
19190 85 488
19200 120 500
19210 99 493
19220 106 502
19230 126 538
19240 77 444
19250 85 487
19260 58 481
19270 78 484
19280 81 423
19290 76 443
19300 70 520
19310 63 459
19320 69 468
19330 76 449
19340 73 475
19350 64 475
19360 65 477
19370 61 464
19380 92 477
19390 83 481
19400 90 470
19410 77 444
19420 89 458
19430 67 466
19440 71 454
19450 73 452
19460 64 435
19470 75 472
19480 87 465
19490 81 496
19500 86 483
19510 57 406
19520 68 451
19530 64 442
19540 71 449
19550 71 471
19560 65 434
19570 72 427
19580 61 448
19590 69 457
19600 74 465
19610 85 459
19620 88 470
19630 72 475
19640 88 461
19650 79 465
19660 94 495
19670 82 525
19680 85 521
19690 88 461
19700 88 532
19710 66 442
19720 74 468
19730 83 474
19740 63 430
19750 77 431
19760 74 419
19770 89 474
19780 73 446
19790 60 461
19800 57 469
19810 54 463
19820 56 446
19830 74 491
19840 63 463
19850 63 434
19860 83 507
19870 86 496
19880 86 484
19890 82 467
19900 91 492
19910 77 468
19920 89 458
19930 72 427
19940 76 487
19950 63 445
19960 55 451
19970 76 457
19980 65 457
19990 53 445
20000 64 500
20010 60 439
20020 71 486
20030 70 436
20040 74 483
20050 59 449
20060 60 438
20070 66 439
20080 82 491
