# #Frame C1_sub1 C1_sub2 C1_dna C2_sub1 C2_sub2 C2_dna
1250 19 0 19 0 5 16
1260 21 0 30 0 12 22
1270 25 0 22 0 0 15
1280 21 0 24 0 0 17
1290 26 0 27 0 1 11
1300 25 0 22 0 0 20
1310 23 0 27 0 0 21
1320 21 0 19 0 1 21
1330 27 0 18 0 0 25
1340 28 0 27 0 0 17
1350 26 0 21 3 1 39
1360 28 0 16 5 0 37
1370 35 0 17 5 0 39
1380 15 0 20 7 0 28
1390 22 0 19 7 0 70
1400 23 0 17 3 0 56
1410 28 0 18 6 0 79
1420 25 0 24 0 0 27
1430 30 0 21 0 0 35
1440 14 0 17 0 0 46
1450 30 0 16 0 4 28
1460 26 0 19 0 0 29
1470 21 0 20 0 0 21
1480 29 0 24 0 0 23
1490 18 0 34 0 0 32
1500 31 0 14 0 0 31
1510 36 0 13 0 0 25
1520 15 0 14 2 0 19
1530 20 0 28 0 0 31
1540 17 0 22 0 0 30
1550 1 0 17 0 0 22
1560 8 0 16 0 0 28
1570 12 0 20 0 0 24
1580 3 0 34 0 0 23
1590 8 0 34 0 0 18
1600 4 0 23 0 0 35
1610 8 0 25 1 0 27
1620 9 0 27 0 0 28
1630 10 0 16 0 0 25
1640 3 0 20 0 0 18
1650 6 0 25 0 0 29
1660 0 0 31 0 0 17
1670 0 0 31 0 0 26
1680 0 0 26 0 0 19
1690 1 0 35 0 5 19
1700 1 0 21 0 0 16
1710 0 0 36 0 0 25
1720 0 0 16 0 0 23
1730 0 0 23 0 0 26
1740 0 0 21 0 0 19
1750 9 0 29 0 0 22
1760 17 0 18 0 0 22
1770 12 0 16 0 0 25
1780 14 0 23 0 0 16
1790 6 0 29 0 0 13
1800 0 0 19 0 0 31
1810 0 0 17 0 2 29
1820 11 0 30 0 6 25
1830 3 0 35 0 2 26
1840 1 0 13 0 3 29
1850 6 0 39 0 0 16
1860 9 0 35 0 0 27
1870 7 0 28 0 0 35
1880 3 0 12 0 0 24
1890 0 0 9 0 0 16
1900 11 0 9 0 0 16
1910 0 0 9 0 0 20
1920 9 0 11 0 4 4
1930 9 0 15 0 0 15
1940 0 2 7 0 0 18
1950 0 0 9 0 3 15
1960 0 0 12 0 0 27
1970 0 0 13 0 0 23
1980 0 0 10 0 0 16
1990 7 0 10 0 0 43
2000 0 0 10 0 0 27
2010 0 0 10 0 0 35
2020 0 0 11 0 6 24
2030 0 0 10 7 0 20
2040 0 0 11 0 0 7
2050 0 0 16 0 0 32
2060 0 0 11 0 2 31
2070 0 0 9 0 0 31
2080 0 0 11 0 0 42
2090 0 0 11 0 0 42
2100 0 0 10 0 0 38
2110 0 0 8 0 0 38
2120 0 0 12 0 0 26
2130 0 0 16 0 0 25
2140 2 0 9 0 0 39
2150 0 0 10 0 0 19
2160 0 0 9 0 0 12
2170 0 0 10 0 0 29
2180 0 0 9 0 0 11
2190 0 0 16 0 0 12
2200 0 0 9 0 0 12
2210 0 0 11 0 0 15
2220 0 0 11 0 1 9
2230 0 0 9 0 0 12
2240 0 0 9 0 0 0
2250 0 0 17 0 0 0
2260 0 0 10 0 0 1
2270 0 0 9 0 0 1
2280 1 2 13 0 0 1
2290 0 0 8 0 1 1
2300 0 0 9 0 3 0
2310 0 0 11 0 0 22
2320 0 0 13 5 0 19
2330 0 0 9 5 0 38
2340 0 0 13 5 0 32
2350 0 0 12 9 0 39
2360 0 0 10 3 0 15
2370 0 0 12 5 0 39
2380 0 0 9 5 0 34
2390 0 0 10 5 0 10
2400 0 0 9 7 0 23
2410 0 0 7 4 0 39
2420 0 0 8 0 0 39
2430 0 0 9 1 0 26
2440 0 0 9 0 0 41
2450 0 0 9 4 0 31
2460 1 0 11 3 0 30
2470 0 0 9 6 0 33
2480 0 0 16 0 0 43
2490 0 0 30 3 0 34
2500 0 0 17 10 0 36
2510 0 0 11 5 0 35
2520 0 0 9 5 1 42
2530 0 0 12 10 0 33
2540 1 0 13 5 0 34
2550 0 0 10 5 0 24
2560 0 0 14 1 0 12
2570 0 0 11 5 0 26
2580 0 0 14 3 0 29
2590 0 0 12 4 0 23
2600 0 0 10 0 0 50
2610 0 9 8 0 0 47
2620 0 1 10 0 0 42
2630 0 7 11 0 0 35
2640 1 0 12 4 0 31
2650 0 13 10 7 0 36
2660 0 0 9 7 0 27
2670 1 0 12 4 0 42
2680 0 0 13 5 0 27
2690 0 0 10 6 0 28
2700 0 0 12 9 0 28
2710 0 0 10 9 0 27
2720 0 0 11 5 0 26
2730 0 0 7 11 0 30
2740 0 0 8 4 0 52
2750 0 1 8 0 0 29
2760 0 4 12 9 0 27
2770 0 0 8 3 0 33
2780 0 0 10 4 0 36
2790 0 0 11 5 0 32
2800 1 0 15 8 0 45
2810 7 0 16 8 0 38
2820 0 0 15 5 0 41
2830 0 0 15 5 0 41
2840 0 0 9 3 0 38
2850 0 0 9 6 0 47
2860 0 0 10 4 0 31
2870 0 0 13 1 0 35
2880 1 0 12 6 0 35
2890 0 0 11 3 0 40
2900 0 0 11 7 0 25
2910 0 0 9 10 0 27
2920 0 0 9 10 0 38
2930 0 4 7 7 0 33
2940 0 13 9 7 0 34
2950 1 3 10 8 0 26
2960 0 1 13 0 0 40
2970 0 0 10 6 0 34
2980 0 4 9 11 0 34
2990 0 0 9 4 0 32
3000 0 0 14 9 0 39
3010 0 0 9 11 0 32
3020 1 0 10 3 0 52
3030 0 0 8 5 0 39
3040 0 0 29 12 0 25
3050 0 0 14 8 0 28
3060 0 0 12 12 0 33
3070 1 0 10 8 0 48
3080 0 0 11 7 0 36
3090 0 0 17 12 0 34
3100 0 0 9 7 0 34
3110 0 0 9 7 0 46
3120 0 0 11 2 0 49
3130 0 0 9 4 0 27
3140 0 0 10 2 0 44
3150 0 0 11 5 0 26
3160 0 0 11 0 0 38
3170 0 0 10 0 0 41
3180 4 0 14 0 0 36
3190 0 0 10 3 0 32
3200 0 0 10 4 0 41
3210 0 0 8 4 0 19
3220 0 7 11 10 0 33
3230 0 0 10 6 0 25
3240 0 0 17 12 0 26
3250 0 0 9 7 0 37
3260 0 3 10 9 0 43
3270 0 0 9 7 0 21
3280 0 11 11 6 0 20
3290 0 0 10 3 0 34
3300 6 0 13 0 0 36
3310 0 0 10 0 0 39
3320 0 0 9 0 0 46
3330 0 0 14 3 0 28
3340 0 0 9 0 0 28
3350 0 8 14 0 0 28
3360 0 0 9 0 0 44
3370 1 0 9 0 0 35
3380 0 0 9 1 0 19
3390 0 0 10 0 0 46
3400 0 0 10 0 0 37
3410 0 0 9 0 0 48
3420 1 0 18 0 0 34
3430 0 0 11 0 0 34
3440 0 0 7 0 0 42
3450 0 0 13 0 0 39
3460 0 0 12 2 0 49
3470 0 18 9 1 0 36
3480 2 0 9 6 0 44
3490 0 0 9 4 0 39
3500 0 1 11 5 0 47
3510 0 0 18 4 0 28
3520 0 0 21 7 0 12
3530 0 0 10 14 3 17
3540 0 0 12 8 1 17
3550 0 0 8 4 2 26
3560 0 0 13 0 10 26
3570 0 0 8 1 9 22
3580 5 0 9 0 9 20
3590 0 0 17 1 0 14
3600 0 0 19 0 0 17
3610 0 0 10 5 5 20
3620 0 0 9 5 5 13
3630 0 0 7 0 6 19
3640 0 0 14 0 0 24
3650 0 0 12 0 8 38
3660 3 0 20 0 4 35
3670 6 0 10 0 6 45
3680 1 0 9 0 9 30
3690 5 0 18 0 0 40
3700 0 0 12 0 7 40
3710 0 0 11 1 0 27
3720 0 8 9 7 0 39
3730 0 0 9 4 0 38
3740 0 0 18 4 0 31
3750 0 0 17 0 0 48
3760 8 0 20 0 0 34
3770 7 0 11 0 0 45
3780 0 0 10 0 0 36
3790 0 0 10 0 0 36
3800 12 0 11 4 0 24
3810 1 0 8 6 0 40
3820 12 0 19 5 0 40
3830 8 0 17 0 0 31
3840 0 0 18 4 0 24
3850 13 0 18 6 0 29
3860 1 0 11 7 0 32
3870 2 0 18 0 0 37
3880 15 0 9 0 3 42
3890 7 0 9 0 0 32
3900 9 0 11 7 0 32
3910 0 0 9 0 0 37
3920 3 0 10 2 0 33
3930 16 0 8 9 0 29
3940 1 0 5 6 0 27
3950 13 0 10 5 0 36
3960 1 0 10 6 0 28
3970 0 0 13 0 0 23
3980 5 0 10 1 0 32
3990 11 0 11 0 0 36
4000 15 0 11 7 0 24
4010 2 0 12 4 0 27
4020 2 0 9 1 0 27
4030 6 0 9 1 0 43
4040 8 0 12 3 0 32
4050 0 0 10 5 0 31
4060 0 0 9 7 0 24
4070 5 0 20 5 0 28
4080 0 0 13 3 0 38
4090 0 0 12 5 0 27
4100 0 0 10 3 0 31
4110 0 0 10 4 0 25
4120 1 7 8 6 0 25
4130 0 6 11 3 0 29
4140 0 1 10 6 0 33
4150 0 0 13 6 0 36
4160 0 0 10 9 0 23
4170 1 0 12 5 0 9
4180 5 0 11 0 0 17
4190 0 0 10 0 0 8
4200 0 0 10 0 0 19
4210 1 0 16 4 0 15
4220 0 0 11 0 0 30
4230 2 0 8 1 0 23
4240 0 0 12 13 0 33
4250 0 0 12 9 0 25
4260 6 0 13 13 0 11
4270 0 0 10 4 0 7
4280 7 0 8 7 0 11
4290 0 0 10 0 0 11
4300 0 0 9 0 0 7
4310 0 0 9 0 0 5
4320 10 0 11 0 0 13
4330 1 0 9 2 0 0
4340 11 0 11 0 0 1
4350 0 0 7 0 0 1
4360 21 0 11 0 4 29
4370 0 3 9 0 1 2
4380 0 0 9 0 16 13
4390 15 0 9 0 13 14
4400 11 0 9 0 0 19
4410 15 0 11 0 0 1
4420 0 0 10 0 0 10
4430 0 1 9 0 0 6
4440 0 0 10 0 0 22
4450 0 0 15 0 0 31
4460 3 0 9 0 0 2
4470 0 0 10 0 0 18
4480 1 0 11 0 0 35
4490 0 0 11 0 0 22
4500 0 0 10 0 0 26
4510 0 4 11 0 0 31
4520 0 0 14 0 0 37
4530 0 0 14 0 0 38
4540 3 0 11 0 0 27
4550 0 0 10 0 0 14
4560 0 0 12 0 0 9
4570 0 0 10 0 0 6
4580 0 0 9 0 0 22
4590 0 0 17 0 0 2
4600 0 0 14 0 0 18
4610 0 2 15 0 0 15
4620 4 0 19 0 0 9
4630 10 0 18 0 1 18
4640 0 0 13 0 0 6
4650 0 0 12 0 4 0
4660 0 0 13 0 0 7
4670 6 1 9 0 0 5
4680 0 0 11 0 0 2
4690 0 0 8 0 0 2
4700 0 0 10 0 0 22
4710 0 0 13 0 0 18
4720 0 0 8 0 0 11
4730 0 0 7 0 0 10
4740 0 0 10 0 0 4
4750 0 0 12 0 0 8
4760 0 0 11 0 0 1
4770 0 0 9 1 0 22
4780 0 0 11 4 0 21
4790 8 0 12 0 0 30
4800 0 0 8 0 0 10
4810 12 0 12 0 0 41
4820 0 0 9 0 0 5
4830 0 0 10 0 0 7
4840 8 0 11 0 0 28
4850 18 0 14 0 0 30
4860 14 0 11 0 0 31
4870 3 0 9 0 0 10
4880 6 0 13 0 0 5
4890 18 0 13 0 0 0
4900 19 0 7 0 0 8
4910 5 0 9 0 0 29
4920 0 0 10 0 0 19
4930 19 0 10 0 0 34
4940 9 0 11 0 0 19
4950 13 1 8 0 0 17
4960 4 0 9 0 0 22
4970 1 0 9 0 0 19
4980 3 0 11 0 0 18
4990 9 0 13 0 0 10
5000 0 0 16 0 7 28
5010 0 0 14 0 0 18
5020 9 0 11 0 0 27
5030 7 0 11 0 0 27
5040 9 0 10 0 9 21
5050 6 0 11 0 9 14
5060 0 0 11 0 5 16
5070 1 0 14 0 2 17
5080 13 0 8 0 0 20
5090 2 0 11 0 0 21
5100 0 0 16 0 0 20
5110 0 0 24 0 0 9
5120 5 0 20 4 0 8
5130 0 0 16 8 0 4
5140 0 0 17 0 0 15
5150 0 0 15 0 0 19
5160 0 0 14 0 0 47
5170 0 0 5 0 0 52
5180 0 0 24 0 0 27
5190 0 0 15 0 0 27
5200 0 0 15 0 0 30
5210 0 0 20 0 0 32
5220 0 0 19 0 0 20
5230 0 0 14 0 0 21
5240 0 1 8 0 0 22
5250 0 0 14 0 0 29
5260 0 0 10 0 0 25
5270 0 0 12 0 0 28
5280 0 0 15 0 0 20
5290 0 0 10 0 0 25
5300 0 0 18 0 0 18
5310 0 0 11 0 0 20
5320 0 0 11 0 0 16
5330 0 3 12 0 0 32
5340 17 0 11 0 0 18
5350 3 0 6 0 0 19
5360 0 0 9 0 0 17
5370 3 0 9 0 0 14
5380 0 0 8 0 0 17
5390 0 0 11 0 0 9
5400 0 0 9 0 0 9
5410 0 0 9 0 4 18
5420 0 0 10 0 0 17
5430 0 0 12 0 0 23
5440 0 0 11 0 0 21
5450 0 0 10 0 0 15
5460 0 0 9 0 12 20
5470 0 0 11 0 0 15
5480 0 0 16 0 0 17
5490 0 0 10 0 0 24
5500 0 0 8 0 0 26
5510 0 0 10 0 2 20
5520 0 0 8 0 0 21
5530 0 0 9 0 0 28
5540 0 0 11 0 0 30
5550 0 17 7 0 0 29
5560 1 14 9 0 0 14
5570 0 4 10 0 0 16
5580 0 0 9 0 0 21
5590 0 2 11 0 0 20
5600 0 3 8 0 0 23
5610 0 0 14 0 0 16
5620 0 0 10 0 0 16
5630 0 0 8 0 0 11
5640 0 0 10 0 0 9
5650 0 0 10 0 0 18
5660 0 0 10 0 0 5
5670 0 0 9 0 0 6
5680 0 0 9 0 0 7
5690 0 0 10 0 6 27
5700 0 0 9 0 0 29
5710 0 0 10 0 0 25
5720 0 0 12 0 0 28
5730 0 0 10 0 11 18
5740 0 0 11 0 0 20
5750 0 0 9 0 1 12
5760 0 0 11 0 0 15
5770 3 0 10 0 0 6
5780 7 0 12 0 0 7
5790 1 0 13 0 0 5
5800 1 0 8 0 0 8
5810 1 0 11 1 0 9
5820 0 0 9 3 0 12
5830 2 0 7 0 0 11
5840 0 0 9 0 0 8
5850 1 0 9 0 0 9
5860 0 0 13 0 0 13
5870 0 0 10 0 1 14
5880 0 12 8 0 1 24
5890 0 6 12 0 0 15
5900 0 21 9 0 2 25
5910 0 14 13 0 12 22
5920 0 12 10 0 0 19
5930 0 21 0 0 0 32
5940 0 21 5 0 7 19
5950 0 13 7 0 16 16
5960 0 7 4 0 13 18
5970 0 3 2 0 10 57
5980 0 0 5 0 13 49
5990 0 0 9 0 12 31
6000 0 0 8 0 16 42
6010 0 0 10 0 5 49
6020 0 7 9 0 12 66
6030 0 11 7 0 16 45
6040 0 2 9 0 1 50
6050 2 0 9 0 0 49
6060 0 0 9 0 11 61
6070 0 0 11 0 9 38
6080 0 0 10 0 6 43
6090 7 0 8 0 6 40
6100 0 0 10 0 10 31
6110 0 5 9 0 8 33
6120 0 0 10 0 14 23
6130 0 0 9 0 9 35
6140 0 0 12 0 13 22
6150 0 0 11 0 0 24
6160 0 0 17 0 0 20
6170 0 0 22 0 18 33
6180 1 0 9 0 29 38
6190 12 0 8 0 25 37
6200 7 0 10 0 6 27
6210 9 0 8 0 0 36
6220 6 0 10 0 0 27
6230 0 4 0 0 0 15
6240 5 0 18 0 0 11
6250 6 0 9 0 0 22
6260 12 0 9 0 0 15
6270 4 0 11 0 13 22
6280 14 0 9 0 25 17
6290 8 0 10 0 32 17
6300 8 0 18 0 29 10
6310 0 0 13 0 27 21
6320 6 0 2 0 47 24
6330 0 0 5 0 44 27
6340 0 0 7 0 45 16
6350 0 0 0 0 55 19
6360 0 0 7 0 49 13
6370 0 0 8 0 39 21
6380 0 0 9 0 15 4
6390 0 1 13 0 42 14
6400 0 0 9 0 41 28
6410 2 0 13 0 37 14
6420 2 0 17 0 20 18
6430 0 0 10 0 18 14
6440 0 0 13 0 34 19
6450 0 0 13 0 22 11
6460 0 0 14 0 10 16
6470 0 0 11 0 3 18
6480 0 0 13 0 24 23
6490 0 0 10 0 0 23
6500 2 0 11 0 0 14
6510 4 0 10 0 0 3
6520 17 0 11 0 0 0
6530 9 0 10 0 0 9
6540 9 0 11 0 0 15
6550 1 0 7 0 0 18
6560 0 0 11 0 0 10
6570 18 0 9 0 0 0
6580 3 0 9 0 0 0
6590 29 0 9 0 0 12
6600 10 0 11 0 0 7
6610 23 0 11 0 0 5
6620 0 0 10 0 1 1
6630 0 0 10 0 0 3
6640 0 0 11 0 0 19
6650 0 0 18 0 0 5
6660 0 0 12 0 6 8
6670 0 0 14 0 1 25
6680 1 0 8 0 0 13
6690 0 0 9 0 0 33
6700 0 0 10 0 3 21
6710 0 0 13 0 3 23
6720 0 0 22 0 0 16
6730 0 0 12 0 0 18
6740 0 0 10 0 0 9
6750 0 0 11 0 0 24
6760 0 0 11 0 0 21
6770 0 0 9 0 0 20
6780 0 0 11 0 0 13
6790 0 0 12 0 0 0
6800 0 0 12 0 0 30
6810 0 0 12 0 0 22
6820 0 0 10 0 0 5
6830 4 0 11 1 0 16
6840 7 0 10 0 0 8
6850 10 0 12 0 0 0
6860 2 0 13 0 0 21
6870 1 0 13 4 0 13
6880 0 0 14 0 0 11
6890 0 0 9 0 0 36
6900 0 0 12 0 0 36
6910 0 0 12 0 0 48
6920 0 0 12 1 0 46
6930 0 0 9 0 0 55
6940 1 0 10 0 0 37
6950 0 0 15 0 0 42
6960 1 0 10 0 0 53
6970 0 0 12 0 0 42
6980 0 0 22 1 0 45
6990 14 0 14 3 0 53
7000 0 0 9 2 0 40
7010 0 0 9 0 0 32
7020 0 0 10 1 0 19
7030 0 0 11 0 0 7
7040 0 0 14 0 0 5
7050 0 0 8 0 0 7
7060 0 0 11 0 0 0
7070 0 0 9 0 0 18
7080 0 0 12 0 1 22
7090 0 0 10 0 8 22
7100 0 0 20 0 28 12
7110 0 0 10 0 19 20
7120 0 0 10 0 0 13
7130 0 0 10 0 10 33
7140 0 5 9 0 0 26
7150 0 0 10 0 10 26
7160 0 0 9 0 14 29
7170 0 0 9 0 10 27
7180 0 0 9 0 0 34
7190 0 0 20 0 0 20
7200 0 0 10 0 0 16
7210 0 0 10 0 0 34
7220 0 0 21 0 0 32
7230 0 0 15 0 2 20
7240 0 0 2 0 4 22
7250 0 0 9 0 0 37
7260 0 0 12 0 0 23
7270 0 0 11 0 1 23
7280 0 0 13 0 0 33
7290 0 0 9 0 0 29
7300 0 0 10 0 0 34
7310 0 0 18 0 0 30
7320 0 0 14 0 0 36
7330 0 0 15 0 0 39
7340 0 0 15 0 0 32
7350 0 0 10 0 0 43
7360 3 0 10 0 0 52
7370 0 0 12 0 0 35
7380 0 0 11 0 0 30
7390 0 0 13 0 0 43
7400 0 0 18 0 0 36
7410 0 0 6 0 0 51
7420 0 0 11 0 0 49
7430 0 0 9 0 0 42
7440 0 0 11 0 0 55
7450 0 0 9 0 0 57
7460 0 1 12 0 0 57
7470 0 0 9 0 0 59
7480 0 0 10 0 0 57
7490 0 0 9 0 0 49
7500 0 0 15 0 0 55
7510 0 0 17 0 0 47
7520 0 0 13 0 0 48
7530 0 0 10 0 0 32
7540 0 0 9 0 0 15
7550 0 0 15 0 0 35
7560 0 0 9 0 0 28
7570 5 0 7 0 0 36
7580 7 0 16 0 0 36
7590 11 0 19 0 0 38
7600 2 0 18 0 0 32
7610 0 0 11 0 0 21
7620 1 0 11 0 0 30
7630 7 0 10 0 0 35
7640 17 0 9 0 0 43
7650 6 0 9 0 0 35
7660 19 0 14 0 0 23
7670 5 0 6 0 0 24
7680 6 0 18 0 0 24
7690 18 0 9 0 0 20
7700 7 0 10 0 0 21
7710 8 0 9 0 0 23
7720 1 0 11 0 0 20
7730 16 0 10 0 0 21
7740 1 0 10 0 0 34
7750 7 0 12 0 0 44
7760 8 0 10 0 0 42
7770 9 0 11 0 0 32
7780 5 0 10 0 0 36
7790 10 0 10 0 0 34
7800 7 0 19 0 0 26
7810 1 0 10 0 1 20
7820 0 0 10 0 1 45
7830 2 0 9 0 0 43
7840 0 1 10 0 0 26
7850 0 6 10 0 1 48
7860 0 6 12 0 0 37
7870 0 7 9 0 0 29
7880 0 14 11 0 0 35
7890 0 4 9 0 0 33
7900 0 18 8 0 0 29
7910 0 5 13 0 0 26
7920 0 8 10 0 0 15
7930 0 26 13 0 0 24
7940 0 29 10 0 0 37
7950 0 12 9 0 0 24
7960 0 13 9 0 0 31
7970 0 14 9 0 0 27
7980 0 0 10 0 0 23
7990 0 5 8 0 0 28
8000 0 0 10 0 0 27
8010 0 0 15 0 0 37
8020 5 0 9 0 0 28
8030 0 0 12 0 0 28
8040 7 0 9 0 0 31
8050 15 0 9 0 0 27
8060 0 0 11 0 0 31
8070 0 0 18 0 0 30
8080 0 0 12 0 3 29
8090 0 0 9 0 1 30
8100 5 0 9 0 0 28
8110 5 0 11 0 0 28
8120 2 0 7 0 0 27
8130 12 0 11 0 0 36
8140 5 0 10 0 0 29
8150 0 0 11 0 0 28
8160 0 0 12 0 0 23
8170 0 4 11 0 0 26
8180 0 0 19 0 0 30
8190 0 0 8 0 0 30
8200 0 0 9 0 1 22
8210 0 0 9 0 0 35
8220 0 0 11 0 8 23
8230 5 0 10 0 1 22
8240 0 0 9 0 0 51
8250 0 0 10 0 0 45
8260 0 0 9 0 0 24
8270 0 0 16 0 0 49
8280 0 0 15 0 0 50
8290 0 0 21 0 0 52
8300 0 0 9 0 1 34
8310 0 0 11 0 0 45
8320 0 0 11 0 0 50
8330 0 0 10 0 0 48
8340 0 0 9 0 1 51
8350 0 0 16 0 0 38
8360 0 0 15 0 0 61
8370 0 0 13 0 0 47
8380 0 0 15 0 1 29
8390 7 0 10 0 0 21
8400 0 0 7 0 1 23
8410 0 0 14 0 3 30
8420 0 0 11 0 0 27
8430 0 0 16 0 0 32
8440 0 0 18 0 0 21
8450 0 0 15 0 1 27
8460 0 0 11 0 0 39
8470 0 0 9 0 0 59
8480 0 0 9 0 1 21
8490 0 0 10 0 0 30
8500 0 0 11 0 0 19
8510 0 0 10 0 0 17
8520 0 0 9 0 0 28
8530 0 0 14 0 0 40
8540 3 0 11 0 0 41
8550 9 0 23 0 0 47
8560 6 0 25 0 0 35
8570 1 0 13 0 1 41
8580 10 0 21 0 0 57
8590 3 0 10 0 0 58
8600 7 0 21 0 0 65
8610 6 0 35 0 1 39
8620 1 0 9 0 0 44
8630 0 0 11 0 0 39
8640 0 0 10 0 0 41
8650 0 0 12 0 0 46
8660 0 0 9 0 0 50
8670 0 0 9 0 0 51
8680 0 0 11 0 0 40
8690 9 0 9 0 0 36
8700 0 0 10 0 0 22
8710 0 0 9 0 0 27
8720 0 0 11 0 0 26
8730 14 0 13 0 0 40
8740 10 0 12 0 0 34
8750 7 0 16 0 1 21
8760 9 0 14 0 0 21
8770 0 0 11 0 0 41
8780 0 0 11 0 1 48
8790 0 0 20 0 0 21
8800 0 0 15 0 0 25
8810 0 0 13 0 0 35
8820 0 0 16 0 0 38
8830 0 0 16 0 0 40
8840 4 0 10 0 0 40
8850 2 0 8 0 0 42
8860 7 0 9 0 0 44
8870 0 0 12 0 0 45
8880 0 0 11 0 0 51
8890 6 0 9 0 0 44
8900 0 0 8 0 0 39
8910 0 0 10 0 0 28
8920 0 4 11 0 0 37
8930 5 0 11 0 0 34
8940 0 0 9 0 0 41
8950 0 0 11 0 0 34
8960 0 0 14 0 0 22
8970 0 0 9 0 0 25
8980 0 0 10 0 0 32
8990 0 0 9 0 0 40
9000 0 0 10 0 0 36
9010 0 0 11 0 0 24
9020 0 0 8 0 0 26
9030 0 0 10 0 0 27
9040 4 0 9 0 0 35
9050 7 0 9 0 0 26
9060 2 0 12 0 0 24
9070 4 0 15 0 0 26
9080 0 0 8 0 0 19
9090 0 0 7 0 0 26
9100 0 0 10 0 0 29
9110 5 0 9 0 0 16
9120 2 0 10 0 0 36
9130 1 0 9 0 0 32
9140 0 0 8 0 0 38
9150 5 0 18 0 0 37
9160 0 0 9 0 0 36
9170 5 0 12 0 0 32
9180 4 0 9 0 0 27
9190 0 0 10 0 0 23
9200 4 0 10 0 0 26
9210 7 0 12 0 0 38
9220 9 0 14 0 0 33
9230 12 0 10 0 0 25
9240 34 0 8 0 0 30
9250 23 0 11 0 1 29
9260 11 0 10 0 0 21
9270 12 0 13 0 0 33
9280 6 0 12 0 0 30
9290 0 0 10 0 0 41
9300 3 0 9 0 0 53
9310 5 0 24 0 0 60
9320 0 0 15 0 0 50
9330 0 0 11 0 0 56
