# #Frame C1_sub1 C1_sub2 C1_dna C2_sub1 C2_sub2 C2_dna
9090 0 0 1 50 0 56
9100 0 0 1 55 0 28
9110 0 0 8 58 0 23
9120 0 0 6 51 0 29
9130 0 0 17 41 0 22
9140 0 0 16 52 0 40
9150 0 0 21 48 0 22
9160 0 0 24 49 0 10
9170 0 0 21 44 0 23
9180 0 0 23 49 0 45
9190 0 0 17 73 0 44
9200 0 0 10 63 0 49
9210 0 0 18 62 0 34
9220 0 0 18 70 0 43
9230 0 0 21 51 0 38
9240 1 0 26 37 0 27
9250 0 0 17 64 0 33
9260 0 0 19 76 0 31
9270 0 0 7 55 0 29
9280 1 0 24 67 0 39
9290 0 0 20 71 0 33
9300 4 0 9 82 0 41
9310 11 0 10 72 0 44
9320 15 0 19 69 0 12
9330 6 0 16 51 0 26
