# #Frame C1_sub1 C1_sub2 C1_dna C2_sub1 C2_sub2 C2_dna
1570 0 1 116 0 0 26
1580 0 1 79 0 0 24
1590 0 3 101 0 0 29
1600 0 1 83 0 0 35
1610 0 1 87 0 0 20
1620 0 1 90 0 0 31
1630 0 1 85 0 0 32
1640 0 1 77 0 0 20
1650 0 1 87 0 0 21
1660 0 0 90 0 0 26
1670 0 1 96 0 0 18
1680 0 1 87 0 0 31
1690 0 2 89 0 0 17
1700 0 2 104 0 0 29
1710 0 1 87 0 0 26
1720 0 1 94 0 0 16
1730 0 1 101 0 0 14
1740 0 1 83 0 0 22
1750 0 1 100 1 0 7
1760 0 1 101 0 0 13
1770 0 1 77 0 0 10
1780 0 1 110 0 0 4
1790 0 1 122 0 0 9
1800 0 1 97 1 0 3
1810 0 1 94 7 0 2
1820 0 1 107 0 0 0
1830 0 1 93 0 0 4
1840 0 1 106 0 0 12
1850 0 2 95 0 0 11
1860 0 2 62 0 0 13
1870 0 1 67 0 0 19
1880 0 1 50 0 0 13
1890 0 1 63 0 0 25
1900 0 2 74 4 0 4
1910 0 1 77 0 0 36
1920 0 2 86 0 0 17
1930 0 0 79 1 0 15
1940 0 2 69 0 0 7
1950 0 2 89 0 0 10
1960 0 2 62 0 0 26
1970 0 1 48 2 0 21
1980 0 0 37 0 0 0
1990 3 1 33 0 0 2
2000 9 4 38 0 0 10
2010 0 3 41 0 0 3
2020 0 2 48 0 0 1
2030 0 2 33 0 0 5
2040 0 1 56 0 0 3
2050 0 1 25 0 0 16
2060 0 2 22 0 0 10
2070 0 2 33 0 0 14
2080 0 1 30 0 0 17
2090 0 1 28 0 0 12
2100 0 0 18 0 0 22
2110 0 1 27 0 0 21
2120 0 1 46 0 0 28
2130 0 0 45 0 0 27
2140 0 1 48 0 2 28
2150 0 0 10 0 0 29
2160 0 1 44 0 0 24
2170 0 1 40 0 0 12
2180 0 0 71 0 0 27
2190 0 0 61 0 0 24
2200 0 0 79 0 0 24
2210 0 0 37 0 0 35
2220 0 1 72 0 0 26
2230 0 1 57 0 0 29
2240 0 0 71 0 0 25
2250 0 0 50 0 0 25
2260 0 0 58 3 0 27
2270 0 0 80 0 0 40
2280 0 1 53 0 0 21
2290 0 0 66 0 0 17
2300 0 0 56 9 0 13
2310 0 1 71 0 0 29
2320 0 0 69 0 0 14
2330 0 0 50 0 0 19
2340 0 0 54 0 0 32
2350 0 0 97 0 0 27
2360 0 0 59 0 0 11
2370 0 1 78 11 0 20
2380 0 0 65 5 0 9
2390 0 0 68 4 0 8
2400 0 1 77 12 0 9
2410 0 0 69 0 0 36
2420 0 2 68 17 0 4
2430 0 0 65 15 0 6
2440 0 0 69 6 0 18
2450 0 1 96 11 0 19
2460 0 0 99 10 0 16
2470 0 0 73 12 0 4
2480 0 0 66 14 0 1
2490 0 0 68 0 0 11
2500 0 0 61 36 0 11
2510 0 0 47 22 0 11
2520 0 0 55 28 0 14
2530 0 0 72 11 0 13
2540 0 1 76 23 0 10
2550 0 0 41 17 0 15
2560 0 0 36 15 0 9
2570 0 0 36 16 0 13
2580 0 0 28 0 0 13
2590 0 0 25 5 0 13
2600 3 0 22 0 0 41
2610 0 0 34 0 0 45
2620 0 1 20 0 0 34
2630 2 0 14 0 0 41
2640 6 0 27 5 0 53
2650 43 0 34 13 0 44
2660 11 1 33 28 0 44
2670 15 1 28 9 0 44
2680 28 1 42 31 0 38
2690 10 0 60 20 0 40
2700 20 0 25 0 0 51
2710 10 3 45 0 0 49
2720 8 1 32 0 0 45
2730 20 0 37 0 0 45
2740 0 0 27 1 0 40
2750 0 0 26 0 0 42
2760 6 0 44 2 0 42
2770 4 0 41 16 0 45
2780 9 0 44 20 0 41
2790 8 0 30 2 0 39
2800 5 0 37 38 0 51
2810 11 0 49 21 0 45
2820 6 0 41 33 0 43
2830 7 0 31 23 0 36
2840 9 0 35 31 0 40
2850 7 0 49 31 0 36
2860 12 0 36 37 0 52
2870 7 0 38 32 0 57
2880 6 0 44 36 0 45
2890 13 0 41 11 0 50
2900 4 0 31 37 0 40
2910 2 0 38 16 0 45
2920 5 0 35 32 0 38
2930 0 0 37 16 0 49
2940 2 0 42 29 0 39
2950 6 0 48 19 0 46
2960 6 0 19 17 0 49
2970 8 0 33 23 0 52
2980 6 0 29 19 0 35
2990 1 0 25 38 0 43
3000 0 0 21 30 0 51
3010 3 0 25 35 0 34
3020 0 0 44 23 0 39
3030 0 0 28 34 0 46
3040 10 0 41 22 0 50
3050 6 0 40 19 0 51
3060 0 0 38 18 0 49
3070 0 0 36 26 0 46
3080 0 0 35 19 0 52
3090 5 2 36 0 0 50
3100 0 0 43 0 0 57
3110 0 0 39 0 0 42
3120 0 0 32 12 0 48
3130 0 1 52 31 0 44
3140 3 2 46 12 0 47
3150 0 0 26 23 0 50
3160 0 0 44 30 0 50
3170 4 0 34 26 0 57
3180 0 0 27 40 0 47
3190 6 0 19 18 0 55
3200 1 0 25 0 0 37
3210 11 0 39 17 0 53
3220 0 0 21 8 0 35
3230 7 0 31 26 0 42
3240 0 0 34 28 0 33
3250 0 0 35 6 0 43
3260 0 0 31 19 0 36
3270 12 0 24 31 0 47
3280 1 0 26 13 0 51
3290 10 0 26 7 0 44
3300 0 0 33 21 0 54
3310 0 0 19 21 0 54
3320 0 0 17 41 0 33
3330 1 0 19 39 0 37
3340 0 0 22 31 0 47
3350 0 0 28 45 0 44
3360 0 0 7 25 0 34
3370 0 0 6 23 0 48
3380 0 0 9 29 0 48
3390 0 0 11 21 0 39
3400 0 0 4 29 0 39
3410 0 0 21 22 0 37
3420 0 0 1 27 0 41
3430 0 0 10 21 0 35
3440 0 0 14 24 0 46
3450 0 0 12 25 0 39
3460 0 0 43 27 0 46
3470 0 0 28 27 0 33
3480 0 0 31 37 0 28
3490 0 0 32 36 0 48
3500 0 0 32 35 0 48
3510 0 0 32 4 0 47
3520 0 0 28 6 0 51
3530 0 0 23 13 0 51
3540 0 0 20 6 0 55
3550 0 0 29 7 0 38
3560 0 0 26 4 0 50
3570 0 0 25 2 0 42
3580 0 0 32 13 0 42
3590 0 0 40 26 0 40
3600 0 0 16 33 0 45
3610 0 0 20 27 0 47
3620 0 0 19 23 0 49
3630 0 0 15 28 0 38
3640 0 0 8 24 0 48
3650 6 0 25 34 0 40
3660 0 0 24 20 0 32
3670 1 0 34 14 0 42
3680 0 0 26 26 0 45
3690 0 0 21 31 0 38
3700 0 0 25 25 0 45
3710 0 0 21 30 0 44
3720 0 0 15 8 0 42
3730 0 0 27 5 0 39
3740 0 0 14 11 0 41
3750 0 0 27 12 0 45
3760 0 0 22 5 0 33
3770 0 0 29 6 0 53
3780 0 0 48 9 0 35
3790 0 0 9 4 0 26
3800 0 0 8 5 0 15
3810 0 5 17 9 0 21
3820 0 5 11 6 0 17
3830 0 0 24 10 0 21
3840 0 2 11 0 0 23
3850 0 0 13 1 0 22
3860 0 0 11 0 0 19
3870 0 0 10 0 0 32
3880 0 0 13 0 0 32
3890 0 0 21 0 0 36
3900 0 0 25 0 0 32
3910 0 0 20 0 0 33
3920 0 0 30 1 0 24
3930 2 0 24 26 0 37
3940 0 0 33 10 0 26
3950 2 0 34 29 0 26
3960 0 0 33 13 0 28
3970 0 0 25 9 0 29
3980 0 0 34 5 0 32
3990 0 0 17 4 0 30
4000 0 0 27 6 0 30
4010 0 0 27 0 0 29
4020 0 0 22 0 0 35
4030 0 0 17 0 0 22
4040 0 0 21 0 0 26
4050 0 0 22 0 0 24
4060 0 0 21 0 0 23
4070 0 0 26 5 0 17
4080 0 0 24 5 0 13
4090 0 0 25 5 0 36
4100 0 0 30 9 0 34
4110 0 0 12 0 0 21
4120 6 0 28 11 0 34
4130 8 0 26 7 0 26
4140 1 0 16 0 0 32
4150 0 0 7 5 0 26
4160 0 0 22 14 0 27
4170 6 0 24 17 0 27
4180 5 0 30 11 0 32
4190 1 0 34 43 0 26
4200 0 0 25 46 0 32
4210 0 0 21 10 0 35
4220 0 0 40 35 0 43
4230 0 0 22 8 0 40
4240 0 0 20 21 0 45
4250 0 0 28 7 0 28
4260 0 0 24 5 0 42
4270 0 0 20 0 0 32
4280 0 0 20 5 0 45
4290 0 0 31 5 0 46
4300 0 0 19 7 0 23
4310 0 0 32 6 0 34
4320 0 0 34 4 0 40
4330 0 0 28 5 0 43
4340 0 0 19 15 0 42
4350 0 0 20 7 0 22
4360 0 0 10 18 0 37
4370 0 0 17 8 0 27
4380 0 0 20 7 0 27
4390 0 0 14 6 0 29
4400 0 0 19 0 0 28
4410 0 0 21 7 0 26
4420 0 0 29 8 0 23
4430 0 0 19 12 0 26
4440 0 0 22 10 0 29
4450 0 0 10 6 0 25
4460 0 0 12 0 0 23
4470 0 0 22 0 0 27
4480 0 0 32 0 0 14
4490 0 0 26 5 0 32
4500 0 0 18 8 0 34
4510 0 0 20 6 0 33
4520 0 0 9 3 0 39
4530 0 0 22 7 0 33
4540 0 0 0 5 0 40
4550 0 0 8 5 0 39
4560 0 0 18 5 0 39
4570 0 0 0 3 0 34
4580 0 0 0 1 0 33
4590 0 0 2 5 0 34
4600 0 0 0 0 0 25
4610 0 0 0 6 0 36
4620 0 0 0 1 0 41
4630 0 0 1 4 0 35
4640 0 0 3 5 0 30
4650 0 0 14 0 0 35
4660 0 0 16 0 0 29
4670 0 0 1 0 0 44
4680 0 0 7 2 0 32
4690 0 0 8 0 0 35
4700 0 0 1 18 0 33
4710 0 2 1 15 0 35
4720 0 0 0 12 0 35
4730 0 0 1 23 0 36
4740 0 0 1 13 0 29
4750 0 0 0 12 0 35
4760 0 0 0 9 0 30
4770 0 0 0 6 0 35
4780 0 3 0 13 0 40
4790 0 15 0 9 0 36
4800 0 0 0 0 0 36
4810 0 3 1 0 0 30
4820 0 0 2 0 0 31
4830 0 2 0 0 0 29
4840 0 0 7 0 0 28
4850 0 7 0 10 0 35
4860 0 5 0 6 0 36
4870 0 0 0 6 0 37
4880 2 0 14 4 0 44
4890 0 0 22 0 0 31
4900 0 0 1 8 0 39
4910 0 0 0 4 0 34
4920 20 0 2 0 0 37
4930 7 0 0 4 0 39
4940 18 0 1 4 0 38
4950 9 1 3 11 0 39
4960 0 0 0 7 0 40
4970 0 0 0 0 0 45
4980 0 0 0 6 0 36
4990 0 0 0 6 0 28
5000 0 0 1 8 0 30
5010 0 0 0 7 0 30
5020 0 0 0 11 0 30
5030 0 0 1 15 0 36
5040 0 0 0 11 0 33
5050 0 0 2 10 0 25
5060 0 12 2 9 0 22
5070 0 0 6 5 0 10
5080 0 7 7 5 0 15
5090 0 0 2 0 0 21
5100 0 0 20 0 0 18
5110 0 0 27 0 0 17
5120 0 0 28 16 0 24
5130 0 1 17 9 0 21
5140 0 7 20 11 0 20
5150 0 0 9 7 0 29
5160 0 0 0 6 0 28
5170 0 0 0 8 0 30
5180 0 0 0 12 0 21
5190 0 0 2 10 0 35
5200 0 0 1 7 0 11
5210 0 8 0 4 0 20
5220 0 22 3 0 0 32
5230 0 18 0 10 0 32
5240 0 14 2 8 0 26
5250 0 0 1 1 0 34
5260 0 0 0 11 0 18
5270 0 6 2 10 0 18
5280 0 5 12 34 0 15
5290 0 0 2 26 0 18
5300 0 0 0 17 0 17
5310 0 1 1 28 0 18
5320 0 0 0 12 0 8
5330 0 1 8 10 0 14
5340 0 24 19 1 0 9
5350 0 20 13 9 0 5
5360 0 19 8 14 0 12
5370 0 19 10 0 0 48
5380 0 24 6 0 0 55
5390 0 9 14 0 0 53
5400 0 17 13 0 0 45
5410 0 13 8 0 0 46
5420 0 1 27 0 0 40
5430 0 5 25 12 0 36
5440 0 16 23 0 0 39
5450 0 16 16 3 0 35
5460 0 15 2 15 0 37
5470 0 11 6 21 0 35
5480 0 23 15 27 0 40
5490 0 9 14 8 0 20
5500 0 18 5 11 0 19
5510 2 8 2 17 0 33
5520 7 21 19 4 0 23
5530 0 5 10 14 0 23
5540 0 12 7 9 0 20
5550 0 18 8 5 0 27
5560 0 13 15 1 0 6
5570 0 19 7 5 0 26
5580 0 18 11 0 0 31
5590 0 8 12 16 0 7
5600 0 5 21 6 0 28
5610 0 9 17 9 0 26
5620 0 4 1 4 0 37
5630 0 13 4 14 0 35
5640 0 26 1 22 0 9
5650 0 16 2 22 0 4
5660 0 14 0 26 0 11
5670 0 20 1 22 0 20
5680 0 10 1 23 0 20
5690 0 14 1 14 0 19
5700 0 16 0 23 0 23
5710 0 14 0 19 0 26
5720 1 5 0 28 0 17
5730 0 13 0 22 0 24
5740 0 6 0 19 0 19
5750 0 13 0 16 0 25
5760 0 7 0 29 0 23
5770 0 25 0 27 0 21
5780 0 14 1 46 0 17
5790 0 20 0 48 0 18
5800 0 13 0 71 0 14
5810 0 1 0 25 0 12
5820 0 12 0 17 0 18
5830 0 12 0 21 0 18
5840 0 2 0 34 0 24
5850 0 3 1 27 0 17
5860 3 3 0 20 0 18
5870 0 3 3 24 0 19
5880 0 2 0 25 0 21
5890 0 5 1 25 0 21
5900 0 7 1 21 0 27
5910 0 1 1 26 0 20
5920 0 5 1 21 0 17
5930 0 0 4 28 0 22
5940 0 0 0 15 0 38
5950 20 0 0 19 0 28
5960 10 0 1 21 0 16
5970 38 0 18 23 0 27
5980 28 0 13 25 0 19
5990 2 0 14 27 0 15
6000 0 0 2 28 0 13
6010 0 0 1 16 0 20
6020 30 0 1 30 0 19
6030 2 0 3 26 0 17
6040 47 0 8 22 0 15
6050 48 0 10 16 0 12
6060 51 0 2 25 0 12
6070 44 7 1 25 0 12
6080 43 0 4 25 0 15
6090 48 0 10 11 0 18
6100 51 0 6 25 0 22
6110 49 0 18 21 0 19
6120 59 0 0 18 0 24
6130 41 0 0 32 0 21
6140 45 0 10 27 0 17
6150 44 0 0 22 0 15
6160 47 0 1 23 0 18
6170 57 0 0 21 0 21
6180 39 0 0 22 0 19
6190 50 0 7 17 0 21
6200 36 0 2 26 0 22
6210 45 0 6 36 0 16
6220 9 0 11 41 0 14
6230 0 0 2 37 0 15
6240 7 0 4 56 0 5
6250 27 0 21 21 0 11
6260 6 0 0 28 0 17
6270 53 0 14 24 0 18
6280 44 0 4 26 0 13
6290 46 0 8 25 0 19
6300 55 0 6 35 0 17
6310 53 0 5 36 0 12
6320 44 0 13 21 0 18
6330 35 0 18 26 0 25
6340 50 0 27 23 0 22
6350 54 0 24 27 0 19
6360 43 0 15 27 0 12
6370 50 0 15 35 0 17
6380 44 0 21 39 0 17
6390 42 0 23 22 0 21
6400 43 0 9 25 0 19
6410 46 0 11 32 0 18
6420 61 0 14 43 0 16
6430 61 0 10 26 0 18
6440 47 0 14 33 0 15
6450 51 0 9 37 0 21
6460 32 0 0 24 0 31
6470 45 0 10 19 0 28
6480 52 0 11 26 0 29
6490 56 0 5 23 0 22
6500 47 0 7 32 0 32
6510 24 0 1 27 0 31
6520 39 0 5 25 0 27
6530 39 0 17 12 0 35
6540 51 0 11 16 0 28
6550 29 0 0 19 0 29
6560 42 0 17 19 0 25
6570 44 0 5 16 0 27
6580 16 0 0 18 0 23
6590 27 0 0 34 0 12
6600 41 0 5 37 0 5
6610 48 0 6 52 0 9
6620 38 0 6 42 0 23
6630 37 0 3 38 0 23
6640 32 0 0 20 0 25
6650 41 0 0 17 0 18
6660 38 0 0 28 0 23
6670 35 0 0 29 0 20
6680 48 0 0 19 0 17
6690 36 0 0 31 0 13
6700 61 0 2 26 0 20
6710 27 0 1 19 0 14
6720 35 0 10 28 0 17
6730 30 0 10 22 0 13
6740 42 0 7 24 0 27
6750 60 0 5 27 0 15
6760 39 0 2 20 0 15
6770 33 0 13 18 0 17
6780 38 0 6 22 0 16
6790 47 0 5 27 0 14
6800 44 0 13 28 0 16
6810 26 0 20 23 0 10
6820 41 0 1 23 0 15
6830 48 0 1 30 0 14
6840 45 0 11 26 0 8
6850 18 0 0 16 0 12
6860 16 0 0 15 0 14
6870 46 0 2 16 0 14
6880 49 0 1 23 0 15
6890 48 0 11 44 0 24
6900 40 0 10 27 0 19
6910 58 0 5 39 0 22
6920 35 0 13 43 0 15
6930 46 0 12 41 0 19
6940 40 0 2 54 0 20
6950 47 0 0 47 0 16
6960 60 0 1 32 0 15
6970 44 0 2 27 0 19
6980 43 0 6 29 0 21
6990 43 0 4 37 0 19
7000 32 0 5 30 0 19
7010 50 0 1 33 0 17
7020 45 0 10 18 0 21
7030 53 0 12 20 0 19
7040 53 0 10 27 0 21
7050 40 0 0 31 0 20
7060 40 0 4 26 0 21
7070 37 0 14 25 0 16
7080 52 0 1 33 0 18
7090 30 0 6 40 0 17
7100 28 0 14 43 0 19
7110 54 0 0 31 0 12
7120 45 0 10 30 0 17
7130 32 0 5 41 0 19
7140 64 0 9 47 0 18
7150 52 0 7 47 0 24
7160 54 0 13 38 0 23
7170 38 0 7 95 0 27
7180 43 0 13 70 0 39
7190 44 0 7 93 0 22
7200 30 0 12 61 0 24
7210 56 0 13 90 0 32
7220 47 0 1 91 0 25
7230 37 0 2 73 0 27
7240 48 0 14 69 0 23
7250 39 0 5 78 0 20
7260 31 0 9 76 0 17
7270 53 0 8 50 0 21
7280 46 0 7 93 0 25
7290 56 0 1 73 0 23
7300 24 0 7 62 0 15
7310 44 0 10 82 0 23
7320 49 0 7 81 0 20
7330 59 0 10 62 0 20
7340 37 0 0 54 0 21
7350 55 0 1 70 0 29
7360 47 0 8 68 0 23
7370 18 0 0 50 0 27
7380 36 0 14 40 0 29
7390 28 0 33 58 0 19
7400 35 0 8 43 0 15
7410 36 0 3 25 0 17
7420 41 0 13 39 0 16
7430 39 0 5 25 0 19
7440 31 0 8 48 0 22
7450 36 0 9 31 0 23
7460 49 0 5 33 0 23
7470 38 0 0 38 0 22
7480 55 0 7 32 0 23
7490 33 0 2 28 0 8
7500 51 0 9 25 0 18
7510 45 0 1 27 0 13
7520 53 0 12 40 0 15
7530 44 0 7 42 0 18
7540 46 0 1 44 0 19
7550 45 0 6 35 0 22
7560 45 0 12 40 0 25
7570 36 0 13 43 0 21
7580 55 0 6 32 0 18
7590 41 0 7 39 0 12
7600 55 0 6 33 0 18
7610 51 0 9 37 0 25
7620 58 0 16 44 0 23
7630 49 0 16 39 0 13
7640 41 0 23 68 0 13
7650 34 0 25 35 0 9
7660 47 0 29 27 0 14
7670 47 0 27 38 0 17
7680 49 0 27 27 0 21
7690 35 0 26 37 0 18
7700 38 1 22 31 0 21
7710 43 0 25 30 0 28
7720 59 0 26 34 0 20
7730 47 0 21 28 0 20
7740 39 0 27 31 0 22
7750 49 0 26 40 0 24
7760 50 0 28 21 0 19
7770 48 0 10 27 0 20
7780 53 0 11 23 0 18
7790 45 0 11 19 0 21
7800 34 0 14 39 0 22
7810 40 0 7 60 0 22
7820 39 0 9 32 0 12
7830 52 0 12 23 0 14
7840 50 0 13 25 0 18
7850 35 0 7 20 0 18
7860 34 0 8 24 0 16
7870 25 0 1 38 0 19
7880 54 0 2 24 0 14
7890 45 0 2 33 0 15
7900 47 0 1 28 0 15
7910 38 0 0 24 0 18
7920 31 0 11 16 0 16
7930 22 0 15 28 0 18
7940 46 0 28 22 0 15
7950 53 0 28 21 0 15
7960 49 0 17 24 0 14
7970 30 0 26 28 0 18
7980 50 0 32 20 0 17
7990 40 0 26 17 0 19
8000 39 0 39 22 0 14
8010 57 0 36 29 0 12
8020 35 0 24 45 0 11
8030 34 0 26 35 0 14
8040 35 0 30 33 0 17
8050 32 0 30 25 0 21
8060 23 0 35 48 0 19
8070 39 0 31 52 0 23
8080 39 0 32 37 0 17
8090 33 0 41 30 0 20
8100 55 0 11 27 0 19
8110 46 0 17 40 0 19
8120 55 0 37 23 0 22
8130 48 0 43 27 0 18
8140 58 0 42 28 0 21
8150 54 0 11 21 0 23
8160 51 0 22 34 0 9
8170 43 0 32 25 0 12
8180 37 0 38 24 0 12
8190 45 0 37 22 0 14
8200 21 0 42 24 0 19
8210 51 0 47 29 0 16
8220 45 0 30 24 0 15
8230 36 0 37 26 0 19
8240 28 0 25 24 0 19
8250 35 0 11 40 0 24
8260 29 0 37 18 0 19
8270 26 0 12 25 0 21
8280 7 0 34 22 0 19
8290 19 0 31 28 0 15
8300 39 0 31 30 0 15
8310 19 0 48 27 0 17
8320 9 0 43 22 0 21
8330 33 0 6 42 0 22
8340 34 0 6 31 0 18
8350 38 0 8 21 0 23
8360 29 0 20 15 0 25
8370 29 1 31 32 0 20
8380 11 1 49 20 0 16
8390 0 1 53 14 0 11
8400 0 0 34 28 0 14
8410 0 0 35 28 0 19
8420 0 0 10 17 0 10
8430 0 0 20 19 0 18
8440 0 0 16 24 0 18
8450 0 0 13 25 0 16
8460 0 0 22 27 0 14
8470 3 0 24 24 0 16
8480 7 0 13 23 0 7
8490 24 0 8 21 0 11
8500 42 0 26 27 0 13
8510 27 0 14 20 0 17
8520 26 0 14 32 0 13
8530 14 0 18 43 0 24
8540 0 0 12 43 0 24
8550 6 0 1 36 0 14
8560 0 0 3 37 0 23
8570 3 0 0 18 0 18
8580 0 0 2 26 0 18
8590 0 12 1 37 0 11
8600 0 11 1 24 0 18
8610 0 16 0 34 0 15
8620 0 31 1 33 0 12
8630 0 12 0 28 0 15
8640 0 0 7 31 0 21
8650 0 0 1 34 0 16
8660 0 0 24 49 0 14
8670 0 9 12 37 0 16
8680 0 3 18 38 0 15
8690 0 12 1 48 0 16
8700 0 8 0 26 0 9
8710 0 11 0 25 0 14
8720 0 13 0 28 0 15
8730 0 0 1 22 0 10
8740 0 0 1 25 0 24
8750 0 0 1 24 0 19
8760 0 7 2 18 0 25
8770 0 6 0 20 0 32
8780 0 1 4 23 0 21
8790 0 0 6 15 0 22
8800 0 25 11 21 0 39
8810 0 31 9 13 0 23
8820 0 46 11 9 0 29
8830 0 34 16 10 0 27
8840 0 35 18 3 0 32
8850 0 48 16 14 0 33
8860 0 52 10 17 0 35
8870 0 43 13 23 0 33
8880 0 30 7 17 0 24
8890 0 34 23 30 0 13
8900 0 42 18 23 0 24
8910 0 33 2 20 0 20
8920 0 26 5 16 0 18
8930 0 30 10 11 0 31
8940 0 14 18 8 0 22
8950 0 22 28 8 0 25
8960 0 20 19 4 0 34
8970 0 18 14 0 0 25
8980 0 27 23 0 0 24
8990 0 0 20 0 0 34
9000 0 0 18 0 0 26
9010 0 0 25 0 0 30
9020 0 0 16 0 0 17
9030 0 5 61 8 0 28
9040 0 1 28 5 0 26
9050 0 0 63 2 0 36
9060 0 0 60 3 0 32
9070 0 0 50 3 0 29
9080 0 3 34 7 0 30
9090 0 8 54 10 0 32
9100 0 7 53 10 0 31
9110 0 5 56 1 0 33
9120 0 5 66 2 0 31
9130 0 7 49 7 0 40
9140 0 4 60 3 0 38
9150 0 0 45 15 0 32
9160 0 5 67 35 0 9
9170 0 4 62 35 0 4
9180 0 3 43 32 0 13
9190 0 0 71 32 0 11
9200 0 1 59 57 0 5
9210 0 0 62 63 0 10
9220 0 0 26 67 0 6
9230 0 0 35 64 0 9
9240 0 0 29 61 0 7
9250 0 0 46 74 0 9
9260 0 0 41 40 0 9
9270 0 0 44 43 0 7
9280 0 1 29 17 0 11
9290 0 0 30 16 0 9
9300 0 5 35 23 0 13
9310 0 6 27 39 0 9
9320 0 4 36 31 0 12
9330 0 6 39 31 0 17
